,index,argpair_id,phenomenon,domain,p1,p2,c1,c2,a1_win_score,prompt1_probs,prompt2_probs,prompt1,prompt2
659,659,d3d774cdcbebf59022ed98fda9be3711c609290c1a226bfe6baf5a18bf8e18b1,Similarity,Birds,['Falcons'],['Ducks'],Eagles,Eagles,0.12476275643569235,"[0.9929658343741785, 0.0004934628404003726, 0.0021038106150843947, 0, 0.003737439603479677, 0]","[0.8374716220302343, 0.002901541881521237, 0.004404340707154387, 0.002376404376103488, 0.14857924896840263, 0]","We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Falcons have property P.
Claim - Eagles have property P.

Argument B:
Fact - Ducks have property P.
Claim - Eagles have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:","We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Ducks have property P.
Claim - Eagles have property P.

Argument B:
Fact - Falcons have property P.
Claim - Eagles have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:"
660,660,d5b3ec7ba66b8715d79c525f2a3246c8f85290970f7c8e65c523c7a06d5bc302,Nonmonotonicity (General),Birds,"['Herons', 'Turkeys']","['Herons', 'Turkeys', 'Mosquitoes']",All birds,All birds,-0.8878780251701248,"[0, 0.004661229613933662, 0.0014295493846486478, 0.059652751744108445, 0.5042736307917267, 0.42721708464042063]","[0.9994819634273038, 0, 0.0003004870198790448, 0, 0, 0]","We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Herons have property P.
Fact - Turkeys have property P.
Claim - All birds have property P.

Argument B:
Fact - Herons have property P.
Fact - Turkeys have property P.
Fact - Mosquitoes have property P.
Claim - All birds have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:","We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Herons have property P.
Fact - Turkeys have property P.
Fact - Mosquitoes have property P.
Claim - All birds have property P.

Argument B:
Fact - Herons have property P.
Fact - Turkeys have property P.
Claim - All birds have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:"
661,661,d61ae50efd2b24ec105fa0a6904d557e1412a67a2e1486711ddab85f71beae88,Nonmonotonicity (Specific),Mammals,['Beavers'],"['Beavers', 'Vipers']",Camels,Camels,-0.8131613880957884,"[0, 0.02667653337093352, 0.0032409006805022966, 0.26426980739806544, 0.40110990978169475, 0.300458661558199]","[0.9892121922963961, 0.00042656000894663974, 0.009701727660524127, 0, 0.00014658340120358952, 0]","We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Beavers have property P.
Claim - Camels have property P.

Argument B:
Fact - Beavers have property P.
Fact - Vipers have property P.
Claim - Camels have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:","We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Beavers have property P.
Fact - Vipers have property P.
Claim - Camels have property P.

Argument B:
Fact - Beavers have property P.
Claim - Camels have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:"
662,662,d6318ccafbe20869aaf93254c2227a78ef28ecd4ebd8cdb631ca22b61e2db9b1,Monotonicity (Specific),Birds,"['Swallows', 'Doves', 'Ostriches']","['Swallows', 'Doves']",Robins,Robins,0.8621997559821859,"[0.9993756290707014, 4.092100733516302e-05, 0.0003545319815937365, 0, 0, 0]","[0, 0.004266203317853004, 0.0013220998644163026, 0.05017411614002415, 0.6755159430567023, 0.2657338858763122]","We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Swallows have property P.
Fact - Doves have property P.
Fact - Ostriches have property P.
Claim - Robins have property P.

Argument B:
Fact - Swallows have property P.
Fact - Doves have property P.
Claim - Robins have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:","We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Swallows have property P.
Fact - Doves have property P.
Claim - Robins have property P.

Argument B:
Fact - Swallows have property P.
Fact - Doves have property P.
Fact - Ostriches have property P.
Claim - Robins have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:"
663,663,d69d7364f4a76914642d6968db718ccebea2c3bddf4e6195dc3a98cb6db9bb12,Diversity (General),Mammals,"['Giraffes', 'Bats']","['Giraffes', 'Camels']",All mammals,All mammals,-0.0003276147399322582,"[0.9342246827440486, 0.023988431156411576, 0.018693470261079155, 0.001221044059180116, 0.020085100649619547, 0]","[0.9525692606801803, 0.010481809005047972, 0.00750139481798411, 0, 0.026939410235973404, 0.0009606931526818239]","We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Giraffes have property P.
Fact - Bats have property P.
Claim - All mammals have property P.

Argument B:
Fact - Giraffes have property P.
Fact - Camels have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:","We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Giraffes have property P.
Fact - Camels have property P.
Claim - All mammals have property P.

Argument B:
Fact - Giraffes have property P.
Fact - Bats have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:"
664,664,d6a92f3c58714365974ddc27807cda6af1532e6656bcae9ea146ca003fd4ed30,Monotonicity (General),Vehicles,"['Boats', 'Motorbikes', 'Sleds']","['Boats', 'Motorbikes']",All vehicles,All vehicles,0.9248294190961954,"[0.9994714738791626, 0, 0.00026807869030780066, 0, 0, 0]","[0, 0.001356405625969297, 0, 0.011555763062574928, 0.4000843976521144, 0.5831250217975212]","We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Boats have property P.
Fact - Motorbikes have property P.
Fact - Sleds have property P.
Claim - All vehicles have property P.

Argument B:
Fact - Boats have property P.
Fact - Motorbikes have property P.
Claim - All vehicles have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:","We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Boats have property P.
Fact - Motorbikes have property P.
Claim - All vehicles have property P.

Argument B:
Fact - Boats have property P.
Fact - Motorbikes have property P.
Fact - Sleds have property P.
Claim - All vehicles have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:"
665,665,d72cb88767b37a5aad74b6d65c20ffab2d576a2fa1b2fe42370a2938aee39745,Specificity,Birds,"['Vultures', 'Robins']","['Vultures', 'Robins']",All birds,All animals,0.640027344501346,"[0.9922951671753131, 0.001348622335244744, 0.005373179285147194, 0, 0.00044677028466387416, 0]","[0.16621276407851557, 0, 0.085439479139718, 0.15109675285108146, 0.2771614473950939, 0.24701045878290065]","We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Vultures have property P.
Fact - Robins have property P.
Claim - All birds have property P.

Argument B:
Fact - Vultures have property P.
Fact - Robins have property P.
Claim - All animals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:","We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Vultures have property P.
Fact - Robins have property P.
Claim - All animals have property P.

Argument B:
Fact - Vultures have property P.
Fact - Robins have property P.
Claim - All birds have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:"
666,666,d8ade860e1af1bd31f043bd9319c1cef0c70e2d74e90030d7dd99b5f58a5a097,Nonmonotonicity (Specific),Mammals,['Rhinos'],"['Rhinos', 'Lizards']",Deer,Deer,-0.8699562052582623,"[0.003933449510684976, 0.02085150815041542, 0, 0.09322671096641144, 0.4296288425024736, 0.4467211788278162]","[0.9948588216296189, 0.0002672195373900788, 0.004641331466130204, 0, 0, 0]","We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Rhinos have property P.
Claim - Deer have property P.

Argument B:
Fact - Rhinos have property P.
Fact - Lizards have property P.
Claim - Deer have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:","We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Rhinos have property P.
Fact - Lizards have property P.
Claim - Deer have property P.

Argument B:
Fact - Rhinos have property P.
Claim - Deer have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:"
667,667,d8be6946cee54a0eb05e9f16729d4f3b85589fbf35bbf8dcadc6a499699b286e,Asymmetry,Birds,['Swallows'],['Turkeys'],Turkeys,Swallows,0.09871795567383279,"[0.917569961173708, 0.0014933266450418512, 0.00143328824847179, 0, 0.01411754399608954, 0.06325981408575235]","[0.8122475993441929, 0.0035967979056018, 0.0026924546288863453, 0, 0.030160456500460987, 0.14658885728852403]","We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Swallows have property P.
Claim - Turkeys have property P.

Argument B:
Fact - Turkeys have property P.
Claim - Swallows have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:","We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Turkeys have property P.
Claim - Swallows have property P.

Argument B:
Fact - Swallows have property P.
Claim - Turkeys have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:"
668,668,d944763311db0cc561189bb940bd392f9154e23da75b4c291974de293bd70bd8,Monotonicity (Specific),Mammals,"['Pigs', 'Giraffes', 'Bats']","['Pigs', 'Giraffes']",Cows,Cows,0.8334513017871249,"[0.9991388793174012, 0, 0.0003932243279151771, 0, 0, 0]","[0.014340528349978053, 0.013649647252401434, 0, 0.05679093278868044, 0.697339917910316, 0.2119979021241264]","We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Pigs have property P.
Fact - Giraffes have property P.
Fact - Bats have property P.
Claim - Cows have property P.

Argument B:
Fact - Pigs have property P.
Fact - Giraffes have property P.
Claim - Cows have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:","We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Pigs have property P.
Fact - Giraffes have property P.
Claim - Cows have property P.

Argument B:
Fact - Pigs have property P.
Fact - Giraffes have property P.
Fact - Bats have property P.
Claim - Cows have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:"
669,669,d94a341c27df809f0e7e3a097f374b51d77c4acb2fa29c39445dbde9b01b25a8,Typicality,Mammals,['Dogs'],['Camels'],All mammals,All mammals,0.033041694906686625,"[0.9905080011363337, 0.0011016866007855146, 0.004618936939688482, 0.00015344137280760527, 0.003237179024121435, 0]","[0.9386741763795187, 0.007139306758439309, 0.015966274901099274, 0.0016308001419108775, 0.03580003886362337, 0]","We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Dogs have property P.
Claim - All mammals have property P.

Argument B:
Fact - Camels have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:","We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Camels have property P.
Claim - All mammals have property P.

Argument B:
Fact - Dogs have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:"
670,670,da449847753809772c1bba7cf03db03a1c2176f490e3f6c480c9383f8e02a892,Diversity (General),Birds,"['Canaries', 'Ostriches']","['Canaries', 'Parrots']",All birds,All birds,0.05433560583830871,"[0.9625582453517179, 0.0035589347728618038, 0.008997639624388112, 0, 0.0216666297847146, 0.0013656892947019107]","[0.8933706970178543, 0.014311393653130793, 0.006306021553057376, 0, 0.06441323207333666, 0.018844984024403728]","We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Canaries have property P.
Fact - Ostriches have property P.
Claim - All birds have property P.

Argument B:
Fact - Canaries have property P.
Fact - Parrots have property P.
Claim - All birds have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:","We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Canaries have property P.
Fact - Parrots have property P.
Claim - All birds have property P.

Argument B:
Fact - Canaries have property P.
Fact - Ostriches have property P.
Claim - All birds have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:"
671,671,da7156c6439b9f41ec645fbfb73f4eeb6adfcf8177c0fd2b018f453e02c311bd,Inclusion Fallacy,Vehicles,['Taxis'],['Taxis'],All vehicles,Tractors,0.1752914596133952,"[0.9679718361647016, 0.0025457346667711726, 0.026242816094241714, 0.0003878255239573115, 0.0024216842737681495, 0]","[0.5114090089657023, 0.09133087296175194, 0.2940939514316648, 0.07086651797030068, 0.029317425874578508, 0]","We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Taxis have property P.
Claim - All vehicles have property P.

Argument B:
Fact - Taxis have property P.
Claim - Tractors have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:","We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Taxis have property P.
Claim - Tractors have property P.

Argument B:
Fact - Taxis have property P.
Claim - All vehicles have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:"
672,672,daf65fe89d3242eb268890bbd096be485ec665a413d6ed11f88d4e1c3587289b,Specificity,Birds,"['Peacocks', 'Sparrows']","['Peacocks', 'Sparrows']",All birds,All animals,0.5379353178090779,"[0.9908839276503839, 0.0029935350469023664, 0.004802668874820884, 0, 0.0006421277413510313, 0]","[0.24301361704242233, 0, 0.10839237866139387, 0.15002393964303398, 0.25324808438710444, 0.14398136464040928]","We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Peacocks have property P.
Fact - Sparrows have property P.
Claim - All birds have property P.

Argument B:
Fact - Peacocks have property P.
Fact - Sparrows have property P.
Claim - All animals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:","We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Peacocks have property P.
Fact - Sparrows have property P.
Claim - All animals have property P.

Argument B:
Fact - Peacocks have property P.
Fact - Sparrows have property P.
Claim - All birds have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:"
673,673,db5580059a0e0ccd46f308ea7bf23955c9a70782041ca44c8dd98b060f9ade90,Nonmonotonicity (General),Mammals,"['Squirrels', 'Tigers']","['Squirrels', 'Tigers', 'Salamanders']",All mammals,All mammals,-0.7854511993660043,"[0, 0.04662085993129126, 0.018840765104806336, 0.2049763238352911, 0.5120623930199667, 0.20249669774512344]","[0.9997784374286126, 0, 3.368890511118017e-05, 0, 0, 0]","We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Squirrels have property P.
Fact - Tigers have property P.
Claim - All mammals have property P.

Argument B:
Fact - Squirrels have property P.
Fact - Tigers have property P.
Fact - Salamanders have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:","We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Squirrels have property P.
Fact - Tigers have property P.
Fact - Salamanders have property P.
Claim - All mammals have property P.

Argument B:
Fact - Squirrels have property P.
Fact - Tigers have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:"
674,674,db5df264ef585625e49c549dbae2e7d0bee42fb2b7d3a53e32d26c98e3f05869,Inclusion Fallacy,Birds,['Seagulls'],['Seagulls'],All birds,Ostriches,0.22031029536649205,"[0.9745544955973249, 0.0030230431179151967, 0.014229926955895224, 0.0011110108526616858, 0.006464878890726904, 0]","[0.35637600916608597, 0.28413477316156105, 0.1808600773483771, 0.14875866264249432, 0.028040743541371694, 0]","We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Seagulls have property P.
Claim - All birds have property P.

Argument B:
Fact - Seagulls have property P.
Claim - Ostriches have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:","We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Seagulls have property P.
Claim - Ostriches have property P.

Argument B:
Fact - Seagulls have property P.
Claim - All birds have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:"
675,675,db607943f26188863783ee0bfb4c48eef8324436a2415226a2a3d243edcfcf54,Nonmonotonicity (Specific),Vehicles,['Sleds'],"['Sleds', 'Wheelbarrows']",Zeppelins,Zeppelins,-0.5141359696000822,"[0.05470280998678809, 0.19143112416329774, 0.05508339331462401, 0.5627611252246205, 0.0963343814011774, 0]","[0.9670502403674618, 0.001957635914137623, 0.030234954201778894, 0, 0.00017404102685848594, 0]","We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Sleds have property P.
Claim - Zeppelins have property P.

Argument B:
Fact - Sleds have property P.
Fact - Wheelbarrows have property P.
Claim - Zeppelins have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:","We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Sleds have property P.
Fact - Wheelbarrows have property P.
Claim - Zeppelins have property P.

Argument B:
Fact - Sleds have property P.
Claim - Zeppelins have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:"
676,676,dbd025b9474ced69ef12a173553841b3bee4ea540ad31e9401115afc877ad705,Asymmetry,Vehicles,['Trucks'],['Tractors'],Tractors,Trucks,-0.12095822727079081,"[0.3729602251540396, 0.0011335397729646923, 0, 0, 0.010922873524633971, 0.6106554441919299]","[0.49134428768345334, 0.002667790706087494, 0, 0.0014801157275094261, 0.016096635564150714, 0.4842325366594639]","We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Trucks have property P.
Claim - Tractors have property P.

Argument B:
Fact - Tractors have property P.
Claim - Trucks have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:","We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Tractors have property P.
Claim - Trucks have property P.

Argument B:
Fact - Trucks have property P.
Claim - Tractors have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:"
