,prompt_type,valid_prompt_completions,argpair_id,p1,p2,c1,c2,domain,prompt,is_flipped
776,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Kangaroos', 'Elephants', 'Hedgehogs', 'Rhinos', 'Kangaroos', 'Elephants', 'Rhinos']","['Kangaroos', 'Elephants', 'Hedgehogs']","['Kangaroos', 'Elephants']",Rhinos,Rhinos,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Kangaroos have property P.
Fact - Elephants have property P.
Fact - Hedgehogs have property P.
Claim - Rhinos have property P.

Argument B:
Fact - Kangaroos have property P.
Fact - Elephants have property P.
Claim - Rhinos have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
777,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Kangaroos', 'Elephants', 'Hedgehogs', 'Rhinos', 'Kangaroos', 'Elephants', 'Rhinos']","['Kangaroos', 'Elephants']","['Kangaroos', 'Elephants', 'Hedgehogs']",Rhinos,Rhinos,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Kangaroos have property P.
Fact - Elephants have property P.
Claim - Rhinos have property P.

Argument B:
Fact - Kangaroos have property P.
Fact - Elephants have property P.
Fact - Hedgehogs have property P.
Claim - Rhinos have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
778,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Kangaroos', 'Giraffes', 'Kangaroos', 'Cobras', 'Giraffes']",['Kangaroos'],"['Kangaroos', 'Cobras']",Giraffes,Giraffes,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Kangaroos have property P.
Claim - Giraffes have property P.

Argument B:
Fact - Kangaroos have property P.
Fact - Cobras have property P.
Claim - Giraffes have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
779,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Kangaroos', 'Giraffes', 'Kangaroos', 'Cobras', 'Giraffes']","['Kangaroos', 'Cobras']",['Kangaroos'],Giraffes,Giraffes,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Kangaroos have property P.
Fact - Cobras have property P.
Claim - Giraffes have property P.

Argument B:
Fact - Kangaroos have property P.
Claim - Giraffes have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
780,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Kangaroos', 'Hedgehogs', 'All mammals', 'Kangaroos', 'Hedgehogs', 'Snakes', 'All mammals']","['Kangaroos', 'Hedgehogs']","['Kangaroos', 'Hedgehogs', 'Snakes']",All mammals,All mammals,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Kangaroos have property P.
Fact - Hedgehogs have property P.
Claim - All mammals have property P.

Argument B:
Fact - Kangaroos have property P.
Fact - Hedgehogs have property P.
Fact - Snakes have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
781,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Kangaroos', 'Hedgehogs', 'All mammals', 'Kangaroos', 'Hedgehogs', 'Snakes', 'All mammals']","['Kangaroos', 'Hedgehogs', 'Snakes']","['Kangaroos', 'Hedgehogs']",All mammals,All mammals,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Kangaroos have property P.
Fact - Hedgehogs have property P.
Fact - Snakes have property P.
Claim - All mammals have property P.

Argument B:
Fact - Kangaroos have property P.
Fact - Hedgehogs have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
782,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Kangaroos', 'Rhinos', 'All mammals', 'Kangaroos', 'Rhinos', 'Tortoises', 'All mammals']","['Kangaroos', 'Rhinos']","['Kangaroos', 'Rhinos', 'Tortoises']",All mammals,All mammals,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Kangaroos have property P.
Fact - Rhinos have property P.
Claim - All mammals have property P.

Argument B:
Fact - Kangaroos have property P.
Fact - Rhinos have property P.
Fact - Tortoises have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
783,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Kangaroos', 'Rhinos', 'All mammals', 'Kangaroos', 'Rhinos', 'Tortoises', 'All mammals']","['Kangaroos', 'Rhinos', 'Tortoises']","['Kangaroos', 'Rhinos']",All mammals,All mammals,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Kangaroos have property P.
Fact - Rhinos have property P.
Fact - Tortoises have property P.
Claim - All mammals have property P.

Argument B:
Fact - Kangaroos have property P.
Fact - Rhinos have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
784,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Kangaroos', 'Tigers', 'Squirrels', 'Zebras', 'Kangaroos', 'Tigers', 'Zebras']","['Kangaroos', 'Tigers', 'Squirrels']","['Kangaroos', 'Tigers']",Zebras,Zebras,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Kangaroos have property P.
Fact - Tigers have property P.
Fact - Squirrels have property P.
Claim - Zebras have property P.

Argument B:
Fact - Kangaroos have property P.
Fact - Tigers have property P.
Claim - Zebras have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
785,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Kangaroos', 'Tigers', 'Squirrels', 'Zebras', 'Kangaroos', 'Tigers', 'Zebras']","['Kangaroos', 'Tigers']","['Kangaroos', 'Tigers', 'Squirrels']",Zebras,Zebras,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Kangaroos have property P.
Fact - Tigers have property P.
Claim - Zebras have property P.

Argument B:
Fact - Kangaroos have property P.
Fact - Tigers have property P.
Fact - Squirrels have property P.
Claim - Zebras have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
786,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Kangaroos', 'Zebras', 'All mammals', 'Kangaroos', 'Zebras', 'All animals']","['Kangaroos', 'Zebras']","['Kangaroos', 'Zebras']",All mammals,All animals,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Kangaroos have property P.
Fact - Zebras have property P.
Claim - All mammals have property P.

Argument B:
Fact - Kangaroos have property P.
Fact - Zebras have property P.
Claim - All animals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
787,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Kangaroos', 'Zebras', 'All mammals', 'Kangaroos', 'Zebras', 'All animals']","['Kangaroos', 'Zebras']","['Kangaroos', 'Zebras']",All animals,All mammals,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Kangaroos have property P.
Fact - Zebras have property P.
Claim - All animals have property P.

Argument B:
Fact - Kangaroos have property P.
Fact - Zebras have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
788,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Lions', 'All mammals', 'Bats', 'All mammals']",['Lions'],['Bats'],All mammals,All mammals,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Lions have property P.
Claim - All mammals have property P.

Argument B:
Fact - Bats have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
789,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Lions', 'All mammals', 'Bats', 'All mammals']",['Bats'],['Lions'],All mammals,All mammals,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Bats have property P.
Claim - All mammals have property P.

Argument B:
Fact - Lions have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
790,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Lions', 'All mammals', 'Camels', 'All mammals']",['Lions'],['Camels'],All mammals,All mammals,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Lions have property P.
Claim - All mammals have property P.

Argument B:
Fact - Camels have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
791,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Lions', 'All mammals', 'Camels', 'All mammals']",['Camels'],['Lions'],All mammals,All mammals,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Camels have property P.
Claim - All mammals have property P.

Argument B:
Fact - Lions have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
792,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Lions', 'All mammals', 'Hedgehogs', 'All mammals']",['Lions'],['Hedgehogs'],All mammals,All mammals,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Lions have property P.
Claim - All mammals have property P.

Argument B:
Fact - Hedgehogs have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
793,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Lions', 'All mammals', 'Hedgehogs', 'All mammals']",['Hedgehogs'],['Lions'],All mammals,All mammals,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Hedgehogs have property P.
Claim - All mammals have property P.

Argument B:
Fact - Lions have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
794,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Lions', 'All mammals', 'Lions', 'Beavers']",['Lions'],['Lions'],All mammals,Beavers,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Lions have property P.
Claim - All mammals have property P.

Argument B:
Fact - Lions have property P.
Claim - Beavers have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
795,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Lions', 'All mammals', 'Lions', 'Beavers']",['Lions'],['Lions'],Beavers,All mammals,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Lions have property P.
Claim - Beavers have property P.

Argument B:
Fact - Lions have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
796,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Lions', 'All mammals', 'Lions', 'Camels']",['Lions'],['Lions'],All mammals,Camels,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Lions have property P.
Claim - All mammals have property P.

Argument B:
Fact - Lions have property P.
Claim - Camels have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
797,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Lions', 'All mammals', 'Lions', 'Camels']",['Lions'],['Lions'],Camels,All mammals,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Lions have property P.
Claim - Camels have property P.

Argument B:
Fact - Lions have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
798,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Lions', 'All mammals', 'Squirrels', 'All mammals']",['Lions'],['Squirrels'],All mammals,All mammals,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Lions have property P.
Claim - All mammals have property P.

Argument B:
Fact - Squirrels have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
799,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Lions', 'All mammals', 'Squirrels', 'All mammals']",['Squirrels'],['Lions'],All mammals,All mammals,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Squirrels have property P.
Claim - All mammals have property P.

Argument B:
Fact - Lions have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
800,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Lions', 'Beavers', 'Beavers', 'Lions']",['Lions'],['Beavers'],Beavers,Lions,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Lions have property P.
Claim - Beavers have property P.

Argument B:
Fact - Beavers have property P.
Claim - Lions have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
801,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Lions', 'Beavers', 'Beavers', 'Lions']",['Beavers'],['Lions'],Lions,Beavers,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Beavers have property P.
Claim - Lions have property P.

Argument B:
Fact - Lions have property P.
Claim - Beavers have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
802,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Lions', 'Cats', 'All mammals', 'Lions', 'Cats', 'Crocodiles', 'All mammals']","['Lions', 'Cats']","['Lions', 'Cats', 'Crocodiles']",All mammals,All mammals,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Lions have property P.
Fact - Cats have property P.
Claim - All mammals have property P.

Argument B:
Fact - Lions have property P.
Fact - Cats have property P.
Fact - Crocodiles have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
803,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Lions', 'Cats', 'All mammals', 'Lions', 'Cats', 'Crocodiles', 'All mammals']","['Lions', 'Cats', 'Crocodiles']","['Lions', 'Cats']",All mammals,All mammals,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Lions have property P.
Fact - Cats have property P.
Fact - Crocodiles have property P.
Claim - All mammals have property P.

Argument B:
Fact - Lions have property P.
Fact - Cats have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
804,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Lions', 'Dogs', 'Bats', 'Dogs']",['Lions'],['Bats'],Dogs,Dogs,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Lions have property P.
Claim - Dogs have property P.

Argument B:
Fact - Bats have property P.
Claim - Dogs have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
805,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Lions', 'Dogs', 'Bats', 'Dogs']",['Bats'],['Lions'],Dogs,Dogs,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Bats have property P.
Claim - Dogs have property P.

Argument B:
Fact - Lions have property P.
Claim - Dogs have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
806,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Lions', 'Dogs', 'Rhinos', 'Dogs']",['Lions'],['Rhinos'],Dogs,Dogs,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Lions have property P.
Claim - Dogs have property P.

Argument B:
Fact - Rhinos have property P.
Claim - Dogs have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
807,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Lions', 'Dogs', 'Rhinos', 'Dogs']",['Rhinos'],['Lions'],Dogs,Dogs,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Rhinos have property P.
Claim - Dogs have property P.

Argument B:
Fact - Lions have property P.
Claim - Dogs have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
808,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Lions', 'Giraffes', 'Llamas', 'Elephants', 'Lions', 'Giraffes', 'Elephants']","['Lions', 'Giraffes', 'Llamas']","['Lions', 'Giraffes']",Elephants,Elephants,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Lions have property P.
Fact - Giraffes have property P.
Fact - Llamas have property P.
Claim - Elephants have property P.

Argument B:
Fact - Lions have property P.
Fact - Giraffes have property P.
Claim - Elephants have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
809,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Lions', 'Giraffes', 'Llamas', 'Elephants', 'Lions', 'Giraffes', 'Elephants']","['Lions', 'Giraffes']","['Lions', 'Giraffes', 'Llamas']",Elephants,Elephants,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Lions have property P.
Fact - Giraffes have property P.
Claim - Elephants have property P.

Argument B:
Fact - Lions have property P.
Fact - Giraffes have property P.
Fact - Llamas have property P.
Claim - Elephants have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
810,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Lions', 'Giraffes', 'Rabbits', 'Lions', 'Tigers', 'Rabbits']","['Lions', 'Giraffes']","['Lions', 'Tigers']",Rabbits,Rabbits,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Lions have property P.
Fact - Giraffes have property P.
Claim - Rabbits have property P.

Argument B:
Fact - Lions have property P.
Fact - Tigers have property P.
Claim - Rabbits have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
