,argument_id,response
1118,"(('Vultures',), 'Crows')",70
1119,"(('Vultures',), 'Herons')",60
1120,"(('Vultures',), 'Storks')",60
1121,"(('Vultures',), 'Turkeys')",40
1122,"(('Vultures',), 'Woodpeckers')",50
1123,"(('Wolves', 'Beavers'), 'All mammals')",40
1124,"(('Wolves', 'Beavers'), 'Dogs')",75
1125,"(('Wolves', 'Cats'), 'Squirrels')",50
1126,"(('Wolves', 'Elephants'), 'All mammals')",40
1127,"(('Wolves', 'Hippos'), 'Beavers')",50
1128,"(('Wolves', 'Horses'), 'All mammals')",40
1129,"(('Wolves', 'Llamas'), 'All mammals')",40
1130,"(('Wolves', 'Zebras'), 'All mammals')",40
1131,"(('Wolves',), 'All mammals')",30
1132,"(('Wolves',), 'Beavers')",40
1133,"(('Wolves',), 'Dogs')",80
1134,"(('Wolves',), 'Elephants')",40
1135,"(('Wolves',), 'Foxes')",75
1136,"(('Wolves',), 'Hedgehogs')",40
1137,"(('Wolves',), 'Llamas')",40
1138,"(('Wolves',), 'Squirrels')",40
1139,"(('Woodpeckers', 'Blackbirds'), 'All birds')",40
1140,"(('Woodpeckers', 'Canaries'), 'All birds')",40
1141,"(('Woodpeckers', 'Canaries'), 'Swans')",50
1142,"(('Woodpeckers', 'Chickens'), 'All birds')",40
1143,"(('Woodpeckers', 'Magpies'), 'All birds')",40
1144,"(('Woodpeckers', 'Ostriches'), 'Sparrows')",60
1145,"(('Woodpeckers', 'Peacocks'), 'Roosters')",70
1146,"(('Woodpeckers', 'Seagulls'), 'Eagles')",70
1147,"(('Woodpeckers', 'Swallows'), 'All birds')",35
1148,"(('Woodpeckers',), 'All birds')",30
1149,"(('Woodpeckers',), 'Doves')",50
1150,"(('Woodpeckers',), 'Eagles')",60
1151,"(('Woodpeckers',), 'Roosters')",60
1152,"(('Woodpeckers',), 'Sparrows')",60
1153,"(('Woodpeckers',), 'Storks')",40
1154,"(('Woodpeckers',), 'Swans')",40
1155,"(('Zebras', 'Beavers'), 'Donkeys')",50
1156,"(('Zebras', 'Cats'), 'All mammals')",40
1157,"(('Zebras', 'Dogs'), 'All mammals')",40
1158,"(('Zebras', 'Donkeys'), 'Horses')",75
1159,"(('Zebras', 'Giraffes'), 'All mammals')",35
1160,"(('Zebras', 'Hamsters'), 'All mammals')",40
1161,"(('Zebras', 'Llamas'), 'All mammals')",35
1162,"(('Zebras', 'Mice'), 'All mammals')",40
1163,"(('Zebras', 'Mice'), 'Cats')",60
1164,"(('Zebras', 'Mice'), 'Hamsters')",70
1165,"(('Zebras', 'Rhinos'), 'Mice')",40
1166,"(('Zebras', 'Sheep'), 'Llamas')",60
1167,"(('Zebras',), 'All mammals')",25
1168,"(('Zebras',), 'Beavers')",40
1169,"(('Zebras',), 'Cats')",40
1170,"(('Zebras',), 'Donkeys')",70
1171,"(('Zebras',), 'Giraffes')",60
1172,"(('Zebras',), 'Hamsters')",40
1173,"(('Zebras',), 'Horses')",80
1174,"(('Zebras',), 'Lions')",50
1175,"(('Zebras',), 'Llamas')",60
1176,"(('Zebras',), 'Mice')",40
1177,"(('Zeppelins', 'Airplanes'), 'Bicycles')",40
1178,"(('Zeppelins', 'Airplanes'), 'Skateboards')",40
1179,"(('Zeppelins', 'Boats'), 'All vehicles')",40
1180,"(('Zeppelins', 'Hovercraft'), 'All vehicles')",40
1181,"(('Zeppelins', 'Jeeps'), 'All vehicles')",40
1182,"(('Zeppelins', 'Rockets'), 'All vehicles')",40
1183,"(('Zeppelins', 'Sleds'), 'Caravans')",50
1184,"(('Zeppelins', 'Submarines'), 'All vehicles')",35
1185,"(('Zeppelins', 'Tractors'), 'All vehicles')",40
1186,"(('Zeppelins', 'Vans'), 'Bicycles')",50
1187,"(('Zeppelins',), 'All vehicles')",30
1188,"(('Zeppelins',), 'Bicycles')",40
1189,"(('Zeppelins',), 'Buses')",40
1190,"(('Zeppelins',), 'Caravans')",40
1191,"(('Zeppelins',), 'Mopeds')",40
1192,"(('Zeppelins',), 'Skateboards')",30
1193,"(('Zeppelins',), 'Sleds')",40
