,conclusion_type,is_single_premise,parent_domain,llm_reasoner,tutorial_prompt
40,Specific,True,living things,gpt-3.5-turbo-0613-openai-chat,"[{'role': 'system', 'content': ""You are an expert on living things and the types of real world properties that they have. The questions you'll see don't have right or wrong answers, and you are willing to use your best judgment and commit to a concrete, specific response even in cases where you can't be sure that you are correct.""}, {'role': 'user', 'content': 'We\'re going to show you a series of claims relating to living things and the properties they share. Rather than mention any specific property (e.g. ""Hyenas have sesamoid bones"") we\'ll refer to an unspecified property (e.g. ""Hyenas have property P""). Each claim may be true or false, and to help you decide which, we\'ll provide you with facts about whether or not other living things have the same property (e.g. ""Lions have property P"", and ""Zebras have property P"").\n\nThis section contains a series of claims that include only one supporting fact. Before we start, we\'ll give you two examples as practice.\n\nArgument A:\nFact - Blackberries have property P.\nClaim - Raspberries have property P.\n\nQuestion: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.'}, {'role': 'assistant', 'content': '100. Since blackberries have property P and raspberries are closely related to blackberries, it is highly likely that raspberries also have property P.'}, {'role': 'user', 'content': 'Argument A:\nFact - Pineapples have property P.\nClaim - Raspberries have property P.\n\nQuestion: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.'}, {'role': 'assistant', 'content': '0. Pineapples and raspberries are not closely related, so the fact that pineapples have property P does not provide any evidence for raspberries having the same property.'}, {'role': 'user', 'content': ""Now that you've practiced you're ready to continue on to the main trials for this section.\n\n""}]"
41,Specific,True,objects,gpt-3.5-turbo-0613-openai-chat,"[{'role': 'system', 'content': ""You are an expert on objects and the types of real world properties that they have. The questions you'll see don't have right or wrong answers, and you are willing to use your best judgment and commit to a concrete, specific response even in cases where you can't be sure that you are correct.""}, {'role': 'user', 'content': 'We\'re going to show you a series of claims relating to objects and the properties they share. Rather than mention any specific property (e.g. ""Hyenas have sesamoid bones"") we\'ll refer to an unspecified property (e.g. ""Hyenas have property P""). Each claim may be true or false, and to help you decide which, we\'ll provide you with facts about whether or not other objects have the same property (e.g. ""Lions have property P"", and ""Zebras have property P"").\n\nThis section contains a series of claims that include only one supporting fact. Before we start, we\'ll give you two examples as practice.\n\nArgument A:\nFact - Blackberries have property P.\nClaim - Raspberries have property P.\n\nQuestion: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.'}, {'role': 'assistant', 'content': '100'}, {'role': 'user', 'content': 'Argument A:\nFact - Pineapples have property P.\nClaim - Raspberries have property P.\n\nQuestion: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.'}, {'role': 'assistant', 'content': '0'}, {'role': 'user', 'content': ""Now that you've practiced you're ready to continue on to the main trials for this section.\n\n""}]"
42,Specific,True,living things,gpt-4-openai-chat,"[{'role': 'system', 'content': ""You are an expert on living things and the types of real world properties that they have. The questions you'll see don't have right or wrong answers, and you are willing to use your best judgment and commit to a concrete, specific response even in cases where you can't be sure that you are correct.""}, {'role': 'user', 'content': 'We\'re going to show you a series of claims relating to living things and the properties they share. Rather than mention any specific property (e.g. ""Hyenas have sesamoid bones"") we\'ll refer to an unspecified property (e.g. ""Hyenas have property P""). Each claim may be true or false, and to help you decide which, we\'ll provide you with facts about whether or not other living things have the same property (e.g. ""Lions have property P"", and ""Zebras have property P"").\n\nThis section contains a series of claims that include only one supporting fact. Before we start, we\'ll give you two examples as practice.\n\nArgument A:\nFact - Blackberries have property P.\nClaim - Raspberries have property P.\n\nQuestion: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.'}, {'role': 'assistant', 'content': 'Given that blackberries and raspberries are both closely related fruits, I would say there is a high likelihood that they share property P. I would assign a likelihood of 85 out of 100.'}, {'role': 'user', 'content': 'Argument A:\nFact - Pineapples have property P.\nClaim - Raspberries have property P.\n\nQuestion: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.'}, {'role': 'assistant', 'content': 'Pineapples and raspberries are both fruits, but they are not as closely related as blackberries and raspberries. Given this information, I would assign a likelihood of 60 out of 100 that raspberries have property P.'}, {'role': 'user', 'content': ""Now that you've practiced you're ready to continue on to the main trials for this section.\n\n""}]"
43,Specific,True,objects,gpt-4-openai-chat,"[{'role': 'system', 'content': ""You are an expert on objects and the types of real world properties that they have. The questions you'll see don't have right or wrong answers, and you are willing to use your best judgment and commit to a concrete, specific response even in cases where you can't be sure that you are correct.""}, {'role': 'user', 'content': 'We\'re going to show you a series of claims relating to objects and the properties they share. Rather than mention any specific property (e.g. ""Hyenas have sesamoid bones"") we\'ll refer to an unspecified property (e.g. ""Hyenas have property P""). Each claim may be true or false, and to help you decide which, we\'ll provide you with facts about whether or not other objects have the same property (e.g. ""Lions have property P"", and ""Zebras have property P"").\n\nThis section contains a series of claims that include only one supporting fact. Before we start, we\'ll give you two examples as practice.\n\nArgument A:\nFact - Blackberries have property P.\nClaim - Raspberries have property P.\n\nQuestion: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.'}, {'role': 'assistant', 'content': 'Given that blackberries have property P, I would estimate that there is a 75% chance that raspberries also have property P, since they are both berries and share many similarities.'}, {'role': 'user', 'content': 'Argument A:\nFact - Pineapples have property P.\nClaim - Raspberries have property P.\n\nQuestion: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.'}, {'role': 'assistant', 'content': 'Given that pineapples have property P, I would estimate that there is a 50% chance that raspberries also have property P, since they are both fruits but have different structures and characteristics.'}, {'role': 'user', 'content': ""Now that you've practiced you're ready to continue on to the main trials for this section.\n\n""}]"
44,Specific,True,living things,gpt-4-0314-openai-chat,"[{'role': 'system', 'content': ""You are an expert on living things and the types of real world properties that they have. The questions you'll see don't have right or wrong answers, and you are willing to use your best judgment and commit to a concrete, specific response even in cases where you can't be sure that you are correct.""}, {'role': 'user', 'content': 'We\'re going to show you a series of claims relating to living things and the properties they share. Rather than mention any specific property (e.g. ""Hyenas have sesamoid bones"") we\'ll refer to an unspecified property (e.g. ""Hyenas have property P""). Each claim may be true or false, and to help you decide which, we\'ll provide you with facts about whether or not other living things have the same property (e.g. ""Lions have property P"", and ""Zebras have property P"").\n\nThis section contains a series of claims that include only one supporting fact. Before we start, we\'ll give you two examples as practice.\n\nArgument A:\nFact - Blackberries have property P.\nClaim - Raspberries have property P.\n\nQuestion: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.'}, {'role': 'assistant', 'content': 'Given that blackberries and raspberries are both closely related fruits, I would say there is a high likelihood that they share property P. I would estimate the likelihood at 85.'}, {'role': 'user', 'content': 'Argument A:\nFact - Pineapples have property P.\nClaim - Raspberries have property P.\n\nQuestion: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.'}, {'role': 'assistant', 'content': 'Given that pineapples and raspberries are both fruits, but not as closely related as blackberries and raspberries, there is still a decent likelihood that they share property P. I would estimate the likelihood at 65.'}, {'role': 'user', 'content': ""Now that you've practiced you're ready to continue on to the main trials for this section.\n\n""}]"
45,Specific,True,objects,gpt-4-0314-openai-chat,"[{'role': 'system', 'content': ""You are an expert on objects and the types of real world properties that they have. The questions you'll see don't have right or wrong answers, and you are willing to use your best judgment and commit to a concrete, specific response even in cases where you can't be sure that you are correct.""}, {'role': 'user', 'content': 'We\'re going to show you a series of claims relating to objects and the properties they share. Rather than mention any specific property (e.g. ""Hyenas have sesamoid bones"") we\'ll refer to an unspecified property (e.g. ""Hyenas have property P""). Each claim may be true or false, and to help you decide which, we\'ll provide you with facts about whether or not other objects have the same property (e.g. ""Lions have property P"", and ""Zebras have property P"").\n\nThis section contains a series of claims that include only one supporting fact. Before we start, we\'ll give you two examples as practice.\n\nArgument A:\nFact - Blackberries have property P.\nClaim - Raspberries have property P.\n\nQuestion: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.'}, {'role': 'assistant', 'content': 'Given that blackberries and raspberries are both berries and share many similarities, I would say there is a relatively high likelihood that the claim is true. I would assign a likelihood of 80.'}, {'role': 'user', 'content': 'Argument A:\nFact - Pineapples have property P.\nClaim - Raspberries have property P.\n\nQuestion: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.'}, {'role': 'assistant', 'content': 'Given that pineapples and raspberries are both fruits but have some differences in structure and characteristics, I would say there is a moderate likelihood that the claim is true. I would assign a likelihood of 60.'}, {'role': 'user', 'content': ""Now that you've practiced you're ready to continue on to the main trials for this section.\n\n""}]"
46,Specific,True,living things,text-davinci-003-openai-completion,"You are an expert on living things and the types of real world properties that they have. The questions you'll see don't have right or wrong answers, and you are willing to use your best judgment and commit to a concrete, specific response even in cases where you can't be sure that you are correct.We're going to show you a series of claims relating to living things and the properties they share. Rather than mention any specific property (e.g. ""Hyenas have sesamoid bones"") we'll refer to an unspecified property (e.g. ""Hyenas have property P""). Each claim may be true or false, and to help you decide which, we'll provide you with facts about whether or not other living things have the same property (e.g. ""Lions have property P"", and ""Zebras have property P"").

This section contains a series of claims that include only one supporting fact. Before we start, we'll give you two examples as practice.

Argument A:
Fact - Blackberries have property P.
Claim - Raspberries have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.


Answer: 90

Argument A:
Fact - Pineapples have property P.
Claim - Raspberries have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.


Answer: 50

Now that you've practiced you're ready to continue on to the main trials for this section.

"
47,Specific,True,objects,text-davinci-003-openai-completion,"You are an expert on objects and the types of real world properties that they have. The questions you'll see don't have right or wrong answers, and you are willing to use your best judgment and commit to a concrete, specific response even in cases where you can't be sure that you are correct.We're going to show you a series of claims relating to objects and the properties they share. Rather than mention any specific property (e.g. ""Hyenas have sesamoid bones"") we'll refer to an unspecified property (e.g. ""Hyenas have property P""). Each claim may be true or false, and to help you decide which, we'll provide you with facts about whether or not other objects have the same property (e.g. ""Lions have property P"", and ""Zebras have property P"").

This section contains a series of claims that include only one supporting fact. Before we start, we'll give you two examples as practice.

Argument A:
Fact - Blackberries have property P.
Claim - Raspberries have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.


Answer: 90

Argument A:
Fact - Pineapples have property P.
Claim - Raspberries have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.


Answer: 50

Now that you've practiced you're ready to continue on to the main trials for this section.

"
48,General,False,living things,davinci-openai-completion,"You are an expert on living things and the types of real world properties that they have. The questions you'll see don't have right or wrong answers, and you are willing to use your best judgment and commit to a concrete, specific response even in cases where you can't be sure that you are correct.We're going to show you a series of claims relating to living things and the properties they share. Rather than mention any specific property (e.g. ""Hyenas have sesamoid bones"") we'll refer to an unspecified property (e.g. ""Hyenas have property P""). Each claim may be true or false, and to help you decide which, we'll provide you with facts about whether or not other living things have the same property (e.g. ""Lions have property P"", and ""Zebras have property P""). This section contains a series of claims that include two supporting facts. Before we start, we'll give you two examples as practice.



Argument A:
Fact - Lemons have property P.
Fact - Limes have property P.
Claim - All fruits have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.




Argument B:
Fact - Lemons have property P.
Fact - Limes have property P.
Claim - All fruits have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.



Argument C:
Fact - Lemons have property P

Argument A:
Fact - Bananas have property P.
Fact - Watermelons have property P.
Claim - All fruits have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.





Argument B:
Fact - Bananas have property P.
Fact - Watermelons have property P.
Claim - All fruits have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.



Argument C:
Fact - Bananas have property

Now that you've practiced you're ready to continue on to the main trials for this section.

"
49,General,False,objects,davinci-openai-completion,"You are an expert on objects and the types of real world properties that they have. The questions you'll see don't have right or wrong answers, and you are willing to use your best judgment and commit to a concrete, specific response even in cases where you can't be sure that you are correct.We're going to show you a series of claims relating to objects and the properties they share. Rather than mention any specific property (e.g. ""Hyenas have sesamoid bones"") we'll refer to an unspecified property (e.g. ""Hyenas have property P""). Each claim may be true or false, and to help you decide which, we'll provide you with facts about whether or not other objects have the same property (e.g. ""Lions have property P"", and ""Zebras have property P""). This section contains a series of claims that include two supporting facts. Before we start, we'll give you two examples as practice.



Argument A:
Fact - Lemons have property P.
Fact - Limes have property P.
Claim - All fruits have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.




Argument B:
Fact - Lemons have property P.
Fact - Limes have property P.
Claim - All fruits have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.



Argument C:
Fact - Lemons have property P

Argument A:
Fact - Bananas have property P.
Fact - Watermelons have property P.
Claim - All fruits have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.





Argument B:
Fact - Bananas have property P.
Fact - Watermelons have property P.
Claim - All fruits have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.



Argument C:
Fact - Bananas have property

Now that you've practiced you're ready to continue on to the main trials for this section.

"
50,General,False,living things,text-davinci-002-openai-completion,"You are an expert on living things and the types of real world properties that they have. The questions you'll see don't have right or wrong answers, and you are willing to use your best judgment and commit to a concrete, specific response even in cases where you can't be sure that you are correct.We're going to show you a series of claims relating to living things and the properties they share. Rather than mention any specific property (e.g. ""Hyenas have sesamoid bones"") we'll refer to an unspecified property (e.g. ""Hyenas have property P""). Each claim may be true or false, and to help you decide which, we'll provide you with facts about whether or not other living things have the same property (e.g. ""Lions have property P"", and ""Zebras have property P""). This section contains a series of claims that include two supporting facts. Before we start, we'll give you two examples as practice.



Argument A:
Fact - Lemons have property P.
Fact - Limes have property P.
Claim - All fruits have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.


50

Argument A:
Fact - Bananas have property P.
Fact - Watermelons have property P.
Claim - All fruits have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.


100

Now that you've practiced you're ready to continue on to the main trials for this section.

"
51,General,False,objects,text-davinci-002-openai-completion,"You are an expert on objects and the types of real world properties that they have. The questions you'll see don't have right or wrong answers, and you are willing to use your best judgment and commit to a concrete, specific response even in cases where you can't be sure that you are correct.We're going to show you a series of claims relating to objects and the properties they share. Rather than mention any specific property (e.g. ""Hyenas have sesamoid bones"") we'll refer to an unspecified property (e.g. ""Hyenas have property P""). Each claim may be true or false, and to help you decide which, we'll provide you with facts about whether or not other objects have the same property (e.g. ""Lions have property P"", and ""Zebras have property P""). This section contains a series of claims that include two supporting facts. Before we start, we'll give you two examples as practice.



Argument A:
Fact - Lemons have property P.
Fact - Limes have property P.
Claim - All fruits have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.


50

Argument A:
Fact - Bananas have property P.
Fact - Watermelons have property P.
Claim - All fruits have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.


100

Now that you've practiced you're ready to continue on to the main trials for this section.

"
52,General,True,living things,davinci-openai-completion,"You are an expert on living things and the types of real world properties that they have. The questions you'll see don't have right or wrong answers, and you are willing to use your best judgment and commit to a concrete, specific response even in cases where you can't be sure that you are correct.We're going to show you a series of claims relating to living things and the properties they share. Rather than mention any specific property (e.g. ""Hyenas have sesamoid bones"") we'll refer to an unspecified property (e.g. ""Hyenas have property P""). Each claim may be true or false, and to help you decide which, we'll provide you with facts about whether or not other living things have the same property (e.g. ""Lions have property P"", and ""Zebras have property P""). This section contains a series of claims that include only one supporting fact. Before we start, we'll give you two examples as practice.



Argument A:
Fact - Papayas have property P.
Claim - All fruits have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.




Argument B:
Fact - Zebras have property P.
Claim - All mammals have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.



Argument A:
Fact - Papayas have property P.
Claim - All fruits have

Argument A:
Fact - Apples have property P.
Claim - All fruits have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.





Argument B:
Fact - Apples have property P.
Claim - All fruits have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.



Argument A:
Fact - Apples have property P.
Claim - All fruits have property P

Now that you've practiced you're ready to continue on to the main trials for this section.

"
53,General,True,objects,davinci-openai-completion,"You are an expert on objects and the types of real world properties that they have. The questions you'll see don't have right or wrong answers, and you are willing to use your best judgment and commit to a concrete, specific response even in cases where you can't be sure that you are correct.We're going to show you a series of claims relating to objects and the properties they share. Rather than mention any specific property (e.g. ""Hyenas have sesamoid bones"") we'll refer to an unspecified property (e.g. ""Hyenas have property P""). Each claim may be true or false, and to help you decide which, we'll provide you with facts about whether or not other objects have the same property (e.g. ""Lions have property P"", and ""Zebras have property P""). This section contains a series of claims that include only one supporting fact. Before we start, we'll give you two examples as practice.



Argument A:
Fact - Papayas have property P.
Claim - All fruits have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.




Argument B:
Fact - Zebras have property P.
Claim - All mammals have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.



Argument A:
Fact - Papayas have property P.
Claim - All fruits have

Argument A:
Fact - Apples have property P.
Claim - All fruits have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.





Argument B:
Fact - Apples have property P.
Claim - All fruits have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.



Argument A:
Fact - Apples have property P.
Claim - All fruits have property P

Now that you've practiced you're ready to continue on to the main trials for this section.

"
54,General,True,living things,text-davinci-002-openai-completion,"You are an expert on living things and the types of real world properties that they have. The questions you'll see don't have right or wrong answers, and you are willing to use your best judgment and commit to a concrete, specific response even in cases where you can't be sure that you are correct.We're going to show you a series of claims relating to living things and the properties they share. Rather than mention any specific property (e.g. ""Hyenas have sesamoid bones"") we'll refer to an unspecified property (e.g. ""Hyenas have property P""). Each claim may be true or false, and to help you decide which, we'll provide you with facts about whether or not other living things have the same property (e.g. ""Lions have property P"", and ""Zebras have property P""). This section contains a series of claims that include only one supporting fact. Before we start, we'll give you two examples as practice.



Argument A:
Fact - Papayas have property P.
Claim - All fruits have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.


50

Argument A:
Fact - Apples have property P.
Claim - All fruits have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.



100

Now that you've practiced you're ready to continue on to the main trials for this section.

"
55,General,True,objects,text-davinci-002-openai-completion,"You are an expert on objects and the types of real world properties that they have. The questions you'll see don't have right or wrong answers, and you are willing to use your best judgment and commit to a concrete, specific response even in cases where you can't be sure that you are correct.We're going to show you a series of claims relating to objects and the properties they share. Rather than mention any specific property (e.g. ""Hyenas have sesamoid bones"") we'll refer to an unspecified property (e.g. ""Hyenas have property P""). Each claim may be true or false, and to help you decide which, we'll provide you with facts about whether or not other objects have the same property (e.g. ""Lions have property P"", and ""Zebras have property P""). This section contains a series of claims that include only one supporting fact. Before we start, we'll give you two examples as practice.



Argument A:
Fact - Papayas have property P.
Claim - All fruits have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.


Argument A:
Fact - Papayas have property P.
Claim - All fruits have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.

80

Argument A:
Fact - Apples have property P.
Claim - All fruits have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.


100

Now that you've practiced you're ready to continue on to the main trials for this section.

"
56,Specific,False,living things,davinci-openai-completion,"You are an expert on living things and the types of real world properties that they have. The questions you'll see don't have right or wrong answers, and you are willing to use your best judgment and commit to a concrete, specific response even in cases where you can't be sure that you are correct.We're going to show you a series of claims relating to living things and the properties they share. Rather than mention any specific property (e.g. ""Hyenas have sesamoid bones"") we'll refer to an unspecified property (e.g. ""Hyenas have property P""). Each claim may be true or false, and to help you decide which, we'll provide you with facts about whether or not other living things have the same property (e.g. ""Lions have property P"", and ""Zebras have property P""). This section contains a series of claims that include two supporting facts. Before we start, we'll give you two examples as practice.



Argument A:
Fact - Lemons have property P.
Fact - Limes have property P.
Claim - Cherries have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.




Argument B:
Fact - Lemons have property P.
Fact - Limes have property P.
Claim - Oranges have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.



Argument C:
Fact - Lemons have property P

Argument A:
Fact - Bananas have property P.
Fact - Watermelons have property P.
Claim - Cherries have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.





Argument B:
Fact - Bananas have property P.
Fact - Watermelons have property P.
Claim - Oranges have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.



Argument C:
Fact - Bananas have property

Now that you've practiced you're ready to continue on to the main trials for this section.

"
57,Specific,False,objects,davinci-openai-completion,"You are an expert on objects and the types of real world properties that they have. The questions you'll see don't have right or wrong answers, and you are willing to use your best judgment and commit to a concrete, specific response even in cases where you can't be sure that you are correct.We're going to show you a series of claims relating to objects and the properties they share. Rather than mention any specific property (e.g. ""Hyenas have sesamoid bones"") we'll refer to an unspecified property (e.g. ""Hyenas have property P""). Each claim may be true or false, and to help you decide which, we'll provide you with facts about whether or not other objects have the same property (e.g. ""Lions have property P"", and ""Zebras have property P""). This section contains a series of claims that include two supporting facts. Before we start, we'll give you two examples as practice.



Argument A:
Fact - Lemons have property P.
Fact - Limes have property P.
Claim - Cherries have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.




Argument B:
Fact - Lemons have property P.
Fact - Limes have property P.
Claim - Oranges have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.



Argument A:
Fact - Lemons have property P

Argument A:
Fact - Bananas have property P.
Fact - Watermelons have property P.
Claim - Cherries have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.





Argument B:
Fact - Bananas have property P.
Fact - Watermelons have property P.
Claim - Cherries have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.



Argument A:
Fact - Bananas have property

Now that you've practiced you're ready to continue on to the main trials for this section.

"
58,Specific,False,living things,text-davinci-002-openai-completion,"You are an expert on living things and the types of real world properties that they have. The questions you'll see don't have right or wrong answers, and you are willing to use your best judgment and commit to a concrete, specific response even in cases where you can't be sure that you are correct.We're going to show you a series of claims relating to living things and the properties they share. Rather than mention any specific property (e.g. ""Hyenas have sesamoid bones"") we'll refer to an unspecified property (e.g. ""Hyenas have property P""). Each claim may be true or false, and to help you decide which, we'll provide you with facts about whether or not other living things have the same property (e.g. ""Lions have property P"", and ""Zebras have property P""). This section contains a series of claims that include two supporting facts. Before we start, we'll give you two examples as practice.



Argument A:
Fact - Lemons have property P.
Fact - Limes have property P.
Claim - Cherries have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.


50

Argument A:
Fact - Bananas have property P.
Fact - Watermelons have property P.
Claim - Cherries have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.


0

Now that you've practiced you're ready to continue on to the main trials for this section.

"
59,Specific,False,objects,text-davinci-002-openai-completion,"You are an expert on objects and the types of real world properties that they have. The questions you'll see don't have right or wrong answers, and you are willing to use your best judgment and commit to a concrete, specific response even in cases where you can't be sure that you are correct.We're going to show you a series of claims relating to objects and the properties they share. Rather than mention any specific property (e.g. ""Hyenas have sesamoid bones"") we'll refer to an unspecified property (e.g. ""Hyenas have property P""). Each claim may be true or false, and to help you decide which, we'll provide you with facts about whether or not other objects have the same property (e.g. ""Lions have property P"", and ""Zebras have property P""). This section contains a series of claims that include two supporting facts. Before we start, we'll give you two examples as practice.



Argument A:
Fact - Lemons have property P.
Fact - Limes have property P.
Claim - Cherries have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.


50

Argument A:
Fact - Bananas have property P.
Fact - Watermelons have property P.
Claim - Cherries have property P.

Question: Given the facts presented, how likely is it that the claim is true? Indicate your answer by providing a number between 0 and 100, where 0 means that the claim is very unlikely and 100 means that the claim is very likely.


75

Now that you've practiced you're ready to continue on to the main trials for this section.

"
