,prompt_type,argpair_id,p1,p2,c1,c2,domain,prompt,is_flipped
330,experiment_1_chatprompt,"['Helicopters', 'Tractors', 'Rockets', 'Sleds', 'Helicopters', 'Tractors', 'Sleds']","['Helicopters', 'Tractors', 'Rockets']","['Helicopters', 'Tractors']",Sleds,Sleds,Vehicles,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Helicopters have property P.\nFact - Tractors have property P.\nFact - Rockets have property P.\nClaim - Sleds have property P.\n\nArgument B:\nFact - Helicopters have property P.\nFact - Tractors have property P.\nClaim - Sleds have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
331,experiment_1_chatprompt,"['Herons', 'Canaries', 'All birds', 'Herons', 'Canaries', 'All animals']","['Herons', 'Canaries']","['Herons', 'Canaries']",All birds,All animals,Birds,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Herons have property P.\nFact - Canaries have property P.\nClaim - All birds have property P.\n\nArgument B:\nFact - Herons have property P.\nFact - Canaries have property P.\nClaim - All animals have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
332,experiment_1_chatprompt,"['Herons', 'Crows', 'Penguins', 'Crows']",['Herons'],['Penguins'],Crows,Crows,Birds,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Herons have property P.\nClaim - Crows have property P.\n\nArgument B:\nFact - Penguins have property P.\nClaim - Crows have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
333,experiment_1_chatprompt,"['Herons', 'Doves', 'All birds', 'Herons', 'Doves', 'Grasshoppers', 'All birds']","['Herons', 'Doves']","['Herons', 'Doves', 'Grasshoppers']",All birds,All birds,Birds,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Herons have property P.\nFact - Doves have property P.\nClaim - All birds have property P.\n\nArgument B:\nFact - Herons have property P.\nFact - Doves have property P.\nFact - Grasshoppers have property P.\nClaim - All birds have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
334,experiment_1_chatprompt,"['Herons', 'Falcons', 'Peacocks', 'All birds', 'Herons', 'Falcons', 'All birds']","['Herons', 'Falcons', 'Peacocks']","['Herons', 'Falcons']",All birds,All birds,Birds,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Herons have property P.\nFact - Falcons have property P.\nFact - Peacocks have property P.\nClaim - All birds have property P.\n\nArgument B:\nFact - Herons have property P.\nFact - Falcons have property P.\nClaim - All birds have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
335,experiment_1_chatprompt,"['Herons', 'Falcons', 'Roosters', 'Ostriches', 'Herons', 'Falcons', 'Ostriches']","['Herons', 'Falcons', 'Roosters']","['Herons', 'Falcons']",Ostriches,Ostriches,Birds,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Herons have property P.\nFact - Falcons have property P.\nFact - Roosters have property P.\nClaim - Ostriches have property P.\n\nArgument B:\nFact - Herons have property P.\nFact - Falcons have property P.\nClaim - Ostriches have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
336,experiment_1_chatprompt,"['Herons', 'Peacocks', 'All birds', 'Herons', 'Peacocks', 'All animals']","['Herons', 'Peacocks']","['Herons', 'Peacocks']",All birds,All animals,Birds,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Herons have property P.\nFact - Peacocks have property P.\nClaim - All birds have property P.\n\nArgument B:\nFact - Herons have property P.\nFact - Peacocks have property P.\nClaim - All animals have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
337,experiment_1_chatprompt,"['Herons', 'Roosters', 'All birds', 'Herons', 'Roosters', 'All animals']","['Herons', 'Roosters']","['Herons', 'Roosters']",All birds,All animals,Birds,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Herons have property P.\nFact - Roosters have property P.\nClaim - All birds have property P.\n\nArgument B:\nFact - Herons have property P.\nFact - Roosters have property P.\nClaim - All animals have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
338,experiment_1_chatprompt,"['Herons', 'Seagulls', 'Herons', 'Lice', 'Seagulls']",['Herons'],"['Herons', 'Lice']",Seagulls,Seagulls,Birds,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Herons have property P.\nClaim - Seagulls have property P.\n\nArgument B:\nFact - Herons have property P.\nFact - Lice have property P.\nClaim - Seagulls have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
339,experiment_1_chatprompt,"['Herons', 'Sparrows', 'All birds', 'Herons', 'Sparrows', 'All animals']","['Herons', 'Sparrows']","['Herons', 'Sparrows']",All birds,All animals,Birds,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Herons have property P.\nFact - Sparrows have property P.\nClaim - All birds have property P.\n\nArgument B:\nFact - Herons have property P.\nFact - Sparrows have property P.\nClaim - All animals have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
340,experiment_1_chatprompt,"['Herons', 'Sparrows', 'Penguins', 'All birds', 'Herons', 'Sparrows', 'All birds']","['Herons', 'Sparrows', 'Penguins']","['Herons', 'Sparrows']",All birds,All birds,Birds,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Herons have property P.\nFact - Sparrows have property P.\nFact - Penguins have property P.\nClaim - All birds have property P.\n\nArgument B:\nFact - Herons have property P.\nFact - Sparrows have property P.\nClaim - All birds have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
341,experiment_1_chatprompt,"['Herons', 'Turkeys', 'All birds', 'Herons', 'Turkeys', 'Mosquitoes', 'All birds']","['Herons', 'Turkeys']","['Herons', 'Turkeys', 'Mosquitoes']",All birds,All birds,Birds,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Herons have property P.\nFact - Turkeys have property P.\nClaim - All birds have property P.\n\nArgument B:\nFact - Herons have property P.\nFact - Turkeys have property P.\nFact - Mosquitoes have property P.\nClaim - All birds have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
342,experiment_1_chatprompt,"['Hippos', 'Hamsters', 'All mammals', 'Hippos', 'Rhinoceroses', 'All mammals']","['Hippos', 'Hamsters']","['Hippos', 'Rhinoceroses']",All mammals,All mammals,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Hippos have property P.\nFact - Hamsters have property P.\nClaim - All mammals have property P.\n\nArgument B:\nFact - Hippos have property P.\nFact - Rhinoceroses have property P.\nClaim - All mammals have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
343,experiment_1_chatprompt,"['Hippos', 'Rhinos', 'Hippos', 'Chickens']",['Hippos'],['Hippos'],Rhinos,Chickens,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Hippos have property P.\nClaim - Rhinos have property P.\n\nArgument B:\nFact - Hippos have property P.\nClaim - Chickens have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
344,experiment_1_chatprompt,"['Horses', 'All mammals', 'Bats', 'All mammals']",['Horses'],['Bats'],All mammals,All mammals,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Horses have property P.\nClaim - All mammals have property P.\n\nArgument B:\nFact - Bats have property P.\nClaim - All mammals have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
345,experiment_1_chatprompt,"['Horses', 'All mammals', 'Beavers', 'All mammals']",['Horses'],['Beavers'],All mammals,All mammals,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Horses have property P.\nClaim - All mammals have property P.\n\nArgument B:\nFact - Beavers have property P.\nClaim - All mammals have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
346,experiment_1_chatprompt,"['Horses', 'All mammals', 'Camels', 'All mammals']",['Horses'],['Camels'],All mammals,All mammals,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Horses have property P.\nClaim - All mammals have property P.\n\nArgument B:\nFact - Camels have property P.\nClaim - All mammals have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
347,experiment_1_chatprompt,"['Horses', 'All mammals', 'Hedgehogs', 'All mammals']",['Horses'],['Hedgehogs'],All mammals,All mammals,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Horses have property P.\nClaim - All mammals have property P.\n\nArgument B:\nFact - Hedgehogs have property P.\nClaim - All mammals have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
348,experiment_1_chatprompt,"['Horses', 'All mammals', 'Squirrels', 'All mammals']",['Horses'],['Squirrels'],All mammals,All mammals,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Horses have property P.\nClaim - All mammals have property P.\n\nArgument B:\nFact - Squirrels have property P.\nClaim - All mammals have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
349,experiment_1_chatprompt,"['Horses', 'Bats', 'Bats', 'Horses']",['Horses'],['Bats'],Bats,Horses,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Horses have property P.\nClaim - Bats have property P.\n\nArgument B:\nFact - Bats have property P.\nClaim - Horses have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
350,experiment_1_chatprompt,"['Horses', 'Bats', 'Cats', 'Horses', 'Llamas', 'Cats']","['Horses', 'Bats']","['Horses', 'Llamas']",Cats,Cats,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Horses have property P.\nFact - Bats have property P.\nClaim - Cats have property P.\n\nArgument B:\nFact - Horses have property P.\nFact - Llamas have property P.\nClaim - Cats have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
351,experiment_1_chatprompt,"['Horses', 'Deer', 'Camels', 'All mammals', 'Horses', 'Deer', 'All mammals']","['Horses', 'Deer', 'Camels']","['Horses', 'Deer']",All mammals,All mammals,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Horses have property P.\nFact - Deer have property P.\nFact - Camels have property P.\nClaim - All mammals have property P.\n\nArgument B:\nFact - Horses have property P.\nFact - Deer have property P.\nClaim - All mammals have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
352,experiment_1_chatprompt,"['Horses', 'Giraffes', 'All mammals', 'Horses', 'Giraffes', 'Iguanas', 'All mammals']","['Horses', 'Giraffes']","['Horses', 'Giraffes', 'Iguanas']",All mammals,All mammals,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Horses have property P.\nFact - Giraffes have property P.\nClaim - All mammals have property P.\n\nArgument B:\nFact - Horses have property P.\nFact - Giraffes have property P.\nFact - Iguanas have property P.\nClaim - All mammals have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
353,experiment_1_chatprompt,"['Horses', 'Hamsters', 'Dogs', 'Horses', 'Cows', 'Dogs']","['Horses', 'Hamsters']","['Horses', 'Cows']",Dogs,Dogs,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Horses have property P.\nFact - Hamsters have property P.\nClaim - Dogs have property P.\n\nArgument B:\nFact - Horses have property P.\nFact - Cows have property P.\nClaim - Dogs have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
354,experiment_1_chatprompt,"['Horses', 'Hedgehogs', 'All mammals', 'Horses', 'Deer', 'All mammals']","['Horses', 'Hedgehogs']","['Horses', 'Deer']",All mammals,All mammals,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Horses have property P.\nFact - Hedgehogs have property P.\nClaim - All mammals have property P.\n\nArgument B:\nFact - Horses have property P.\nFact - Deer have property P.\nClaim - All mammals have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
355,experiment_1_chatprompt,"['Horses', 'Hedgehogs', 'All mammals', 'Horses', 'Giraffes', 'All mammals']","['Horses', 'Hedgehogs']","['Horses', 'Giraffes']",All mammals,All mammals,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Horses have property P.\nFact - Hedgehogs have property P.\nClaim - All mammals have property P.\n\nArgument B:\nFact - Horses have property P.\nFact - Giraffes have property P.\nClaim - All mammals have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
356,experiment_1_chatprompt,"['Horses', 'Hedgehogs', 'Dogs', 'Horses', 'Cows', 'Dogs']","['Horses', 'Hedgehogs']","['Horses', 'Cows']",Dogs,Dogs,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Horses have property P.\nFact - Hedgehogs have property P.\nClaim - Dogs have property P.\n\nArgument B:\nFact - Horses have property P.\nFact - Cows have property P.\nClaim - Dogs have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
357,experiment_1_chatprompt,"['Horses', 'Hedgehogs', 'Dogs', 'Horses', 'Rhinos', 'Dogs']","['Horses', 'Hedgehogs']","['Horses', 'Rhinos']",Dogs,Dogs,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Horses have property P.\nFact - Hedgehogs have property P.\nClaim - Dogs have property P.\n\nArgument B:\nFact - Horses have property P.\nFact - Rhinos have property P.\nClaim - Dogs have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
358,experiment_1_chatprompt,"['Horses', 'Kangaroos', 'Horses', 'All mammals']",['Horses'],['Horses'],Kangaroos,All mammals,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Horses have property P.\nClaim - Kangaroos have property P.\n\nArgument B:\nFact - Horses have property P.\nClaim - All mammals have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
359,experiment_1_chatprompt,"['Horses', 'Kangaroos', 'Kangaroos', 'Horses']",['Horses'],['Kangaroos'],Kangaroos,Horses,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Horses have property P.\nClaim - Kangaroos have property P.\n\nArgument B:\nFact - Kangaroos have property P.\nClaim - Horses have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
