,argument,domain,conclusion_type,is_single_premise,prompt_generator,model,probabilities,strength_rating,strength_ranking
624,"(('Mice', 'Squirrels'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.999301839827307, 0.0005710690656606218)",0.9987307707616464,37.0
625,"(('Mice', 'Squirrels'), 'Horses')",Mammals,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998865575500814, 4.819569255374635e-06)",0.999881737980826,29.0
626,"(('Mice', 'Wolves'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998472220317426, 6.104513801334477e-05)",0.9997861768937292,13.0
627,"(('Mice',), 'All mammals')",Mammals,General,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.5466699722781557, 0.45311974077775125)",0.0935502315004044,7.0
628,"(('Mice',), 'Cats')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998491281423035, 7.837214398954025e-05)",0.999770755998314,34.0
629,"(('Mice',), 'Dogs')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9997250930338467, 0.00019141551913928265)",0.9995336775147076,45.0
630,"(('Mice',), 'Elephants')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9789720513700908, 0.020719487426502668)",0.9582525639435882,106.0
631,"(('Mice',), 'Giraffes')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.8356435436653564, 0.16418461221952504)",0.6714589314458314,122.0
632,"(('Mice',), 'Hamsters')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998860807692884, 2.1091003137514186e-05)",0.9998649897661508,18.0
633,"(('Mice',), 'Hippos')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.6818393882316722, 0.3179459115926755)",0.3638934766389967,131.0
634,"(('Mice',), 'Horses')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9981670828480825, 0.0016172383607586135)",0.996549844487324,70.0
635,"(('Mice',), 'Rabbits')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998538967241233, 5.07991467388617e-05)",0.9998030975773844,29.0
636,"(('Mice',), 'Wolves')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998356578056582, 8.297202957789493e-05)",0.9997526857760805,36.0
637,"(('Mopeds', 'Airplanes'), 'All vehicles')",Vehicles,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.006386323680630201, 0.9933235209875891)",-0.986937197306959,62.0
638,"(('Mopeds', 'Bicycles'), 'Submarines')",Vehicles,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.0014795193610471528, 0.9980323164325428)",-0.9965527970714956,101.0
639,"(('Mopeds', 'Cars'), 'Motorbikes')",Vehicles,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.999910399684348, 1.5007868811059704e-06)",0.9999088988974668,5.0
640,"(('Mopeds', 'Helicopters'), 'Skateboards')",Vehicles,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9989727018324247, 0.000894717081248227)",0.9980779847511764,85.0
641,"(('Mopeds', 'Trucks'), 'All vehicles')",Vehicles,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.7493919534525385, 0.25041808948833316)",0.4989738639642053,28.0
642,"(('Mopeds',), 'All vehicles')",Vehicles,General,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(5.673762954183118e-06, 0.9999362706707999)",-0.9999305969078458,22.0
643,"(('Mopeds',), 'Cars')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9928806005544435, 0.006990608315395816)",0.9858899922390476,66.0
644,"(('Mopeds',), 'Jeeps')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.5131889592574689, 0.4866203980342049)",0.0265685612232639,115.0
645,"(('Mopeds',), 'Motorbikes')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998646239941585, 4.442318678280858e-05)",0.9998202008073758,15.0
646,"(('Mopeds',), 'Rockets')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.001827169921799487, 0.9980159261818061)",-0.9961887562600068,143.0
647,"(('Mopeds',), 'Scooters')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.999866056191273, 4.6944195099843206e-05)",0.9998191119961732,16.0
648,"(('Mopeds',), 'Skateboards')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.6834229894849392, 0.31638957260507344)",0.3670334168798657,110.0
649,"(('Mopeds',), 'Submarines')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(1.7007213166291542e-05, 0.9999099238311018)",-0.9998929166179354,165.0
650,"(('Motorbikes', 'Buses'), 'Trains')",Vehicles,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9999045618095139, 3.1299078335372245e-06)",0.9999014319016803,8.0
651,"(('Motorbikes', 'Cars'), 'All vehicles')",Vehicles,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998983616895231, 2.3909110002537018e-05)",0.9998744525795206,3.0
652,"(('Motorbikes', 'Sleds'), 'Bicycles')",Vehicles,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998903727395073, 9.542333507033116e-06)",0.9998808304060004,23.0
653,"(('Motorbikes', 'Taxis'), 'All vehicles')",Vehicles,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.8404676717419177, 0.1593646350762481)",0.6811030366656696,27.0
654,"(('Motorbikes', 'Trucks'), 'Bicycles')",Vehicles,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998286228667389, 4.6611186126778254e-05)",0.999782011680612,64.0
655,"(('Motorbikes',), 'All vehicles')",Vehicles,General,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.0006890611769247901, 0.9992154110509966)",-0.998526349874072,8.0
656,"(('Motorbikes',), 'Bicycles')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9995288736948671, 0.0003918884206072002)",0.99913698527426,41.0
657,"(('Motorbikes',), 'Buses')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9890387422222784, 0.010824318101616324)",0.978214424120662,73.0
658,"(('Motorbikes',), 'Carriages')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.8623709883407493, 0.1374203228520699)",0.7249506654886795,102.0
659,"(('Motorbikes',), 'Cars')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998301751218774, 7.542287100247468e-05)",0.999754752250875,28.0
660,"(('Motorbikes',), 'Jeeps')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9990362995578224, 0.0008577910668156616)",0.9981785084910066,50.0
661,"(('Motorbikes',), 'Mopeds')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998991951311522, 1.2053180390863691e-05)",0.9998871419507612,2.0
662,"(('Motorbikes',), 'Rockets')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.37508567966591355, 0.6246972791142137)",-0.2496115994483001,118.0
663,"(('Motorbikes',), 'Trains')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.8477307291460174, 0.15205704994020844)",0.695673679205809,103.0
664,"(('Ostriches', 'Blackbirds'), 'Swallows')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998506785695547, 2.7273841552938143e-05)",0.9998234047280016,71.0
665,"(('Ostriches', 'Doves'), 'Ducks')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998344649724349, 1.0793915092223844e-05)",0.9998236710573428,70.0
666,"(('Ostriches', 'Ducks'), 'Magpies')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998406646952183, 2.8771046683170766e-05)",0.9998118936485352,80.0
667,"(('Ostriches', 'Ducks'), 'Storks')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998348225532968, 3.32223737793493e-05)",0.9998016001795176,85.0
668,"(('Ostriches', 'Eagles'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9987761868708248, 0.0010969726825050168)",0.9976792141883198,37.0
669,"(('Ostriches', 'Parrots'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9986940489971755, 0.0011838789333341536)",0.9975101700638414,38.0
670,"(('Ostriches', 'Peacocks'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9441940740966033, 0.05560450810429433)",0.888589565992309,85.0
671,"(('Ostriches', 'Pelicans'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9952272409844538, 0.004613911500778618)",0.9906133294836752,56.0
672,"(('Ostriches', 'Storks'), 'Canaries')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998445970362917, 1.8941524167032296e-05)",0.9998256555121248,67.0
673,"(('Ostriches', 'Storks'), 'Robins')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998554462089062, 2.0830714537316917e-05)",0.9998346154943688,55.0
674,"(('Ostriches', 'Swans'), 'Crows')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998699914218477, 1.3706491571772598e-05)",0.999856284930276,35.0
675,"(('Ostriches', 'Turkeys'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.998158917575292, 0.0017055715576391856)",0.9964533460176528,43.0
676,"(('Ostriches', 'Vultures'), 'Canaries')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.999786661039993, 4.5006213497661244e-05)",0.9997416548264954,96.0
677,"(('Ostriches',), 'All birds')",Birds,General,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.0001465656656850644, 0.9997920280291692)",-0.9996454623634842,24.0
678,"(('Ostriches',), 'Blackbirds')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9832904632123006, 0.016407840157522023)",0.9668826230547786,153.0
679,"(('Ostriches',), 'Canaries')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9768214099183676, 0.022840477228384073)",0.9539809326899836,154.0
680,"(('Ostriches',), 'Crows')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9978129093756476, 0.0019378445118031261)",0.9958750648638444,120.0
681,"(('Ostriches',), 'Ducks')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9966119260196314, 0.0030406748441272145)",0.9935712511755044,124.0
682,"(('Ostriches',), 'Magpies')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9878380625200356, 0.011867894097010181)",0.9759701684230254,148.0
683,"(('Ostriches',), 'Pelicans')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9989868281055869, 0.000761041247395866)",0.9982257868581912,101.0
684,"(('Ostriches',), 'Robins')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9847307563326514, 0.014938014595139125)",0.9697927417375124,152.0
685,"(('Ostriches',), 'Sparrows')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.8049939074317325, 0.1948453328523129)",0.6101485745794196,165.0
686,"(('Ostriches',), 'Storks')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9985228647398146, 0.0012655518586950707)",0.9972573128811196,112.0
687,"(('Ostriches',), 'Swallows')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.771297621347004, 0.22851539425457928)",0.5427822270924247,166.0
688,"(('Parrots', 'Canaries'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9994758850962259, 0.00038397965060380326)",0.999091905445622,18.0
689,"(('Parrots', 'Chickens'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9997587087354208, 0.0001148152779207722)",0.9996438934575,6.0
690,"(('Parrots', 'Chickens'), 'Roosters')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998386375503208, 1.6591832529113263e-05)",0.9998220457177917,72.0
691,"(('Parrots', 'Ducks'), 'Sparrows')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998838169997676, 2.122126300471734e-06)",0.9998816948734672,17.0
692,"(('Parrots', 'Eagles'), 'Vultures')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998350599940987, 1.0198182906148931e-05)",0.9998248618111926,68.0
693,"(('Parrots', 'Magpies'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9991887690259109, 0.0007056646029457666)",0.9984831044229652,28.0
694,"(('Parrots', 'Robins'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9996893287283168, 0.00018213079047393085)",0.9995071979378428,10.0
695,"(('Parrots', 'Roosters'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9989201909138528, 0.0009556383609550067)",0.9979645525528976,33.0
696,"(('Parrots', 'Sparrows'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.999722230934972, 0.00017076708601670374)",0.9995514638489552,8.0
697,"(('Parrots', 'Vultures'), 'Crows')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998602157707259, 6.410412093119146e-06)",0.9998538053586328,37.0
698,"(('Parrots', 'Woodpeckers'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9994146102075013, 0.0004767949660737958)",0.9989378152414276,19.0
699,"(('Parrots',), 'All birds')",Birds,General,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.4080351729838283, 0.591770315474194)",-0.1837351424903657,5.0
700,"(('Parrots',), 'Crows')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998020404865707, 7.48386571248775e-05)",0.999727201829446,46.0
701,"(('Parrots',), 'Doves')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9997797465593513, 0.00010548065360664976)",0.9996742659057448,56.0
702,"(('Parrots',), 'Ducks')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.999618101341864, 0.0002548213109021929)",0.999363280030962,80.0
703,"(('Parrots',), 'Eagles')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998063330358681, 7.424419241303568e-05)",0.999732088843455,45.0
704,"(('Parrots',), 'Falcons')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998504392353265, 2.9312309814016808e-05)",0.9998211269255124,26.0
705,"(('Parrots',), 'Ostriches')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9903697784564148, 0.009394936547480751)",0.980974841908934,143.0
706,"(('Parrots',), 'Roosters')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9988304254860289, 0.001067606875829379)",0.9977628186101994,107.0
707,"(('Parrots',), 'Sparrows')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.997941357916292, 0.0019441216456087442)",0.9959972362706832,119.0
708,"(('Parrots',), 'Turkeys')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9983422018679201, 0.0015001082602175292)",0.9968420936077026,116.0
709,"(('Parrots',), 'Vultures')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998081208211648, 0.00011660084932307633)",0.9996915199718416,53.0
710,"(('Peacocks', 'Falcons'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9949228972769326, 0.004937456297170716)",0.989985440979762,60.0
711,"(('Peacocks', 'Magpies'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.8525140321158393, 0.14729607531943206)",0.7052179567964072,92.0
712,"(('Peacocks', 'Seagulls'), 'Turkeys')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998723743548457, 8.083965711163437e-06)",0.9998642903891344,29.0
713,"(('Peacocks', 'Swans'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9861349170818837, 0.013706140978153468)",0.9724287761037302,68.0
714,"(('Peacocks', 'Swans'), 'Ducks')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998232594004604, 1.5258360128085896e-05)",0.9998080010403324,83.0
715,"(('Peacocks', 'Vultures'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.22293997815648692, 0.7768630492040662)",-0.5539230710475793,100.0
716,"(('Peacocks',), 'All birds')",Birds,General,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.0003554894449070059, 0.9995758406210344)",-0.9992203511761274,21.0
717,"(('Peacocks',), 'Ducks')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9504472288054643, 0.049310990092910185)",0.901136238712554,159.0
718,"(('Peacocks',), 'Roosters')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9940037302162089, 0.005870854999246045)",0.9881328752169628,135.0
719,"(('Peacocks',), 'Seagulls')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.8133537884057876, 0.18640905492251994)",0.6269447334832677,164.0
720,"(('Peacocks',), 'Turkeys')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9962094131810635, 0.003636798562976937)",0.9925726146180864,126.0
721,"(('Pelicans', 'Blackbirds'), 'Sparrows')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998765470809389, 6.713158515991931e-06)",0.9998698339224228,21.0
722,"(('Pelicans', 'Chickens'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9992517128066041, 0.0006553933291758402)",0.9985963194774282,26.0
723,"(('Pelicans', 'Ducks'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.999328838529687, 0.000586592199105384)",0.9987422463305816,25.0
724,"(('Pelicans', 'Falcons'), 'Canaries')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998826259888683, 3.866375705225359e-06)",0.9998787596131632,19.0
725,"(('Pelicans', 'Falcons'), 'Herons')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998953799090634, 1.3547847125268384e-06)",0.9998940251243508,2.0
726,"(('Pelicans', 'Herons'), 'Doves')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998745207831755, 5.444628672261685e-06)",0.9998690761545032,23.0
727,"(('Pelicans', 'Ostriches'), 'Canaries')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9997916686339935, 4.266084659273307e-05)",0.9997490077874008,94.0
728,"(('Pelicans', 'Peacocks'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.969015185406524, 0.030794628609708725)",0.9382205567968152,75.0
729,"(('Pelicans', 'Storks'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9983392210222238, 0.0015467752486619485)",0.996792445773562,42.0
730,"(('Pelicans', 'Swallows'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9978056967111006, 0.002096068776177278)",0.9957096279349232,47.0
731,"(('Pelicans', 'Swans'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9989219780835651, 0.0009876936294051205)",0.99793428445416,35.0
732,"(('Pelicans',), 'All birds')",Birds,General,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.001729607110537425, 0.9981247017731306)",-0.9963950946625932,18.0
733,"(('Pelicans',), 'Canaries')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9887612835807787, 0.01108561784982322)",0.9776756657309555,145.0
734,"(('Pelicans',), 'Doves')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9988533733792464, 0.0010404999085718777)",0.9978128734706744,106.0
735,"(('Pelicans',), 'Herons')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998934718305285, 1.7305312892404587e-05)",0.999876166517636,12.0
736,"(('Pelicans',), 'Parrots')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9994823208421177, 0.00042758519623686646)",0.9990547356458808,90.0
737,"(('Pelicans',), 'Sparrows')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9341834936858059, 0.06566107466001903)",0.8685224190257869,161.0
738,"(('Pigeons',), 'Doves')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9999291186322029, 6.065248764523072e-06)",0.9999230533834385,2.0
739,"(('Rabbits', 'Hamsters'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.984584428337439, 0.01521053954950291)",0.969373888787936,77.0
740,"(('Rabbits', 'Hedgehogs'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.995746757564851, 0.004097992743126352)",0.9916487648217246,66.0
741,"(('Rabbits', 'Horses'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998304116317334, 7.42831065644774e-05)",0.9997561285251688,16.0
742,"(('Rabbits', 'Lions'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998283835577867, 7.558074522571872e-05)",0.999752802812561,17.0
743,"(('Rabbits', 'Llamas'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9967655279117553, 0.0030921241409025296)",0.9936734037708528,62.0
744,"(('Rabbits', 'Squirrels'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9973856010092893, 0.0024421177152801387)",0.9949434832940092,56.0
745,"(('Rabbits',), 'All mammals')",Mammals,General,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.012588400301995067, 0.9872601330037337)",-0.9746717327017388,15.0
746,"(('Rabbits',), 'Foxes')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9990135923202171, 0.0008677429740496626)",0.9981458493461676,63.0
747,"(('Rabbits',), 'Hippos')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.12256553652668652, 0.8772593818167952)",-0.7546938452901086,144.0
748,"(('Rabbits',), 'Horses')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9995379330858126, 0.00037826520795885806)",0.9991596678778538,53.0
749,"(('Rabbits',), 'Lions')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9087860963890152, 0.09103229002180775)",0.8177538063672074,114.0
750,"(('Rabbits',), 'Rhinos')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.7092231449651175, 0.290302731141183)",0.4189204138239345,128.0
751,"(('Rabbits',), 'Tigers')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.8383996104923277, 0.16141130213151178)",0.6769883083608159,121.0
752,"(('Rhinos', 'Beavers'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9043897935222269, 0.09538893429218183)",0.809000859230045,96.0
753,"(('Rhinos', 'Camels'), 'Mice')",Mammals,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9997590653294206, 0.00011528226023330955)",0.9996437830691872,111.0
754,"(('Rhinos', 'Donkeys'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.7982130238307918, 0.20154290343232972)",0.5966701203984621,100.0
755,"(('Rhinos', 'Elephants'), 'Squirrels')",Mammals,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998112187214285, 6.685576635641439e-05)",0.999744362955072,105.0
756,"(('Rhinos', 'Elephants'), 'Wolves')",Mammals,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998428101256231, 2.242796366000492e-05)",0.9998203821619632,90.0
757,"(('Rhinos', 'Giraffes'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9787515157689091, 0.021054996154688765)",0.9576965196142204,82.0
758,"(('Rhinos', 'Hippos'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9778891000586826, 0.021920844306758835)",0.9559682557519238,83.0
759,"(('Rhinos', 'Hippos'), 'Rabbits')",Mammals,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998282681076098, 4.339371252711889e-05)",0.9997848743950828,99.0
760,"(('Rhinos',), 'All mammals')",Mammals,General,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.0011601286208122936, 0.9987358918586708)",-0.9975757632378586,21.0
761,"(('Rhinos',), 'Horses')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9961850350395541, 0.003573041804133262)",0.9926119932354208,81.0
762,"(('Rhinos',), 'Mice')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.705930350526973, 0.2938638541561948)",0.4120664963707781,129.0
763,"(('Rhinos',), 'Rabbits')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.8427083479993155, 0.15684150591558724)",0.6858668420837283,120.0
764,"(('Rhinos',), 'Squirrels')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.045674135687275526, 0.9541520773673501)",-0.9084779416800746,153.0
765,"(('Rhinos',), 'Wolves')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9906412770103722, 0.009234332013490753)",0.9814069449968814,93.0
766,"(('Robins', 'Blackbirds'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9961018836577771, 0.0037630329917610833)",0.992338850666016,53.0
