,domain,c1,c2,prompt_name,prompt
5293,Vegetables,Cucumbers,Carrots,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are cucumbers and carrots similar to one another?
A - Yes
B - No
Answer:"
5294,Vegetables,Garlics,Potatoes,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are garlics and potatoes similar to one another?
A - Yes
B - No
Answer:"
5295,Vegetables,Garlics,Onion,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are garlics and onion similar to one another?
A - Yes
B - No
Answer:"
5296,Vegetables,Garlics,Asparaguses,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are garlics and asparaguses similar to one another?
A - Yes
B - No
Answer:"
5297,Vegetables,Garlics,Eggplants,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are garlics and eggplants similar to one another?
A - Yes
B - No
Answer:"
5298,Vegetables,Garlics,Gherkin,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are garlics and gherkin similar to one another?
A - Yes
B - No
Answer:"
5299,Vegetables,Garlics,Beets,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are garlics and beets similar to one another?
A - Yes
B - No
Answer:"
5300,Vegetables,Garlics,Cauliflowers,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are garlics and cauliflowers similar to one another?
A - Yes
B - No
Answer:"
5301,Vegetables,Garlics,Bean,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are garlics and bean similar to one another?
A - Yes
B - No
Answer:"
5302,Vegetables,Garlics,Mushroom,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are garlics and mushroom similar to one another?
A - Yes
B - No
Answer:"
5303,Vegetables,Garlics,Zucchinis,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are garlics and zucchinis similar to one another?
A - Yes
B - No
Answer:"
5304,Vegetables,Garlics,Pea,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are garlics and pea similar to one another?
A - Yes
B - No
Answer:"
5305,Vegetables,Garlics,Chervils,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are garlics and chervils similar to one another?
A - Yes
B - No
Answer:"
5306,Vegetables,Garlics,Cucumbers,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are garlics and cucumbers similar to one another?
A - Yes
B - No
Answer:"
5307,Vegetables,Garlics,Corns,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are garlics and corns similar to one another?
A - Yes
B - No
Answer:"
5308,Vegetables,Garlics,Peppers,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are garlics and peppers similar to one another?
A - Yes
B - No
Answer:"
5309,Vegetables,Garlics,Parsleys,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are garlics and parsleys similar to one another?
A - Yes
B - No
Answer:"
5310,Vegetables,Garlics,Leeks,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are garlics and leeks similar to one another?
A - Yes
B - No
Answer:"
5311,Vegetables,Garlics,Radishes,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are garlics and radishes similar to one another?
A - Yes
B - No
Answer:"
5312,Vegetables,Garlics,Celeries,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are garlics and celeries similar to one another?
A - Yes
B - No
Answer:"
5313,Vegetables,Garlics,Lettuces,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are garlics and lettuces similar to one another?
A - Yes
B - No
Answer:"
5314,Vegetables,Garlics,Spinaches,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are garlics and spinaches similar to one another?
A - Yes
B - No
Answer:"
5315,Vegetables,Garlics,Tomatoes,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are garlics and tomatoes similar to one another?
A - Yes
B - No
Answer:"
5316,Vegetables,Garlics,Endives,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are garlics and endives similar to one another?
A - Yes
B - No
Answer:"
5317,Vegetables,Garlics,Carrots,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are garlics and carrots similar to one another?
A - Yes
B - No
Answer:"
5318,Vegetables,Corns,Potatoes,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are corns and potatoes similar to one another?
A - Yes
B - No
Answer:"
5319,Vegetables,Corns,Onion,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are corns and onion similar to one another?
A - Yes
B - No
Answer:"
5320,Vegetables,Corns,Asparaguses,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are corns and asparaguses similar to one another?
A - Yes
B - No
Answer:"
5321,Vegetables,Corns,Eggplants,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are corns and eggplants similar to one another?
A - Yes
B - No
Answer:"
5322,Vegetables,Corns,Gherkin,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are corns and gherkin similar to one another?
A - Yes
B - No
Answer:"
5323,Vegetables,Corns,Beets,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are corns and beets similar to one another?
A - Yes
B - No
Answer:"
5324,Vegetables,Corns,Cauliflowers,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are corns and cauliflowers similar to one another?
A - Yes
B - No
Answer:"
5325,Vegetables,Corns,Bean,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are corns and bean similar to one another?
A - Yes
B - No
Answer:"
5326,Vegetables,Corns,Mushroom,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are corns and mushroom similar to one another?
A - Yes
B - No
Answer:"
5327,Vegetables,Corns,Zucchinis,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are corns and zucchinis similar to one another?
A - Yes
B - No
Answer:"
5328,Vegetables,Corns,Pea,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are corns and pea similar to one another?
A - Yes
B - No
Answer:"
5329,Vegetables,Corns,Chervils,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are corns and chervils similar to one another?
A - Yes
B - No
Answer:"
5330,Vegetables,Corns,Cucumbers,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are corns and cucumbers similar to one another?
A - Yes
B - No
Answer:"
5331,Vegetables,Corns,Garlics,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are corns and garlics similar to one another?
A - Yes
B - No
Answer:"
5332,Vegetables,Corns,Peppers,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are corns and peppers similar to one another?
A - Yes
B - No
Answer:"
5333,Vegetables,Corns,Parsleys,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are corns and parsleys similar to one another?
A - Yes
B - No
Answer:"
5334,Vegetables,Corns,Leeks,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are corns and leeks similar to one another?
A - Yes
B - No
Answer:"
5335,Vegetables,Corns,Radishes,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are corns and radishes similar to one another?
A - Yes
B - No
Answer:"
5336,Vegetables,Corns,Celeries,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are corns and celeries similar to one another?
A - Yes
B - No
Answer:"
5337,Vegetables,Corns,Lettuces,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are corns and lettuces similar to one another?
A - Yes
B - No
Answer:"
5338,Vegetables,Corns,Spinaches,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are corns and spinaches similar to one another?
A - Yes
B - No
Answer:"
5339,Vegetables,Corns,Tomatoes,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are corns and tomatoes similar to one another?
A - Yes
B - No
Answer:"
5340,Vegetables,Corns,Endives,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are corns and endives similar to one another?
A - Yes
B - No
Answer:"
5341,Vegetables,Corns,Carrots,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are corns and carrots similar to one another?
A - Yes
B - No
Answer:"
5342,Vegetables,Peppers,Potatoes,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are peppers and potatoes similar to one another?
A - Yes
B - No
Answer:"
5343,Vegetables,Peppers,Onion,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are peppers and onion similar to one another?
A - Yes
B - No
Answer:"
5344,Vegetables,Peppers,Asparaguses,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are peppers and asparaguses similar to one another?
A - Yes
B - No
Answer:"
5345,Vegetables,Peppers,Eggplants,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are peppers and eggplants similar to one another?
A - Yes
B - No
Answer:"
5346,Vegetables,Peppers,Gherkin,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are peppers and gherkin similar to one another?
A - Yes
B - No
Answer:"
5347,Vegetables,Peppers,Beets,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are peppers and beets similar to one another?
A - Yes
B - No
Answer:"
5348,Vegetables,Peppers,Cauliflowers,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are peppers and cauliflowers similar to one another?
A - Yes
B - No
Answer:"
5349,Vegetables,Peppers,Bean,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are peppers and bean similar to one another?
A - Yes
B - No
Answer:"
5350,Vegetables,Peppers,Mushroom,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are peppers and mushroom similar to one another?
A - Yes
B - No
Answer:"
5351,Vegetables,Peppers,Zucchinis,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are peppers and zucchinis similar to one another?
A - Yes
B - No
Answer:"
5352,Vegetables,Peppers,Pea,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are peppers and pea similar to one another?
A - Yes
B - No
Answer:"
5353,Vegetables,Peppers,Chervils,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are peppers and chervils similar to one another?
A - Yes
B - No
Answer:"
5354,Vegetables,Peppers,Cucumbers,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are peppers and cucumbers similar to one another?
A - Yes
B - No
Answer:"
5355,Vegetables,Peppers,Garlics,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are peppers and garlics similar to one another?
A - Yes
B - No
Answer:"
5356,Vegetables,Peppers,Corns,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are peppers and corns similar to one another?
A - Yes
B - No
Answer:"
5357,Vegetables,Peppers,Parsleys,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are peppers and parsleys similar to one another?
A - Yes
B - No
Answer:"
5358,Vegetables,Peppers,Leeks,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are peppers and leeks similar to one another?
A - Yes
B - No
Answer:"
5359,Vegetables,Peppers,Radishes,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are peppers and radishes similar to one another?
A - Yes
B - No
Answer:"
5360,Vegetables,Peppers,Celeries,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are peppers and celeries similar to one another?
A - Yes
B - No
Answer:"
5361,Vegetables,Peppers,Lettuces,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are peppers and lettuces similar to one another?
A - Yes
B - No
Answer:"
5362,Vegetables,Peppers,Spinaches,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are peppers and spinaches similar to one another?
A - Yes
B - No
Answer:"
5363,Vegetables,Peppers,Tomatoes,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are peppers and tomatoes similar to one another?
A - Yes
B - No
Answer:"
5364,Vegetables,Peppers,Endives,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are peppers and endives similar to one another?
A - Yes
B - No
Answer:"
5365,Vegetables,Peppers,Carrots,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are peppers and carrots similar to one another?
A - Yes
B - No
Answer:"
5366,Vegetables,Parsleys,Potatoes,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are parsleys and potatoes similar to one another?
A - Yes
B - No
Answer:"
5367,Vegetables,Parsleys,Onion,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are parsleys and onion similar to one another?
A - Yes
B - No
Answer:"
5368,Vegetables,Parsleys,Asparaguses,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are parsleys and asparaguses similar to one another?
A - Yes
B - No
Answer:"
5369,Vegetables,Parsleys,Eggplants,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are parsleys and eggplants similar to one another?
A - Yes
B - No
Answer:"
5370,Vegetables,Parsleys,Gherkin,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are parsleys and gherkin similar to one another?
A - Yes
B - No
Answer:"
5371,Vegetables,Parsleys,Beets,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are parsleys and beets similar to one another?
A - Yes
B - No
Answer:"
5372,Vegetables,Parsleys,Cauliflowers,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are parsleys and cauliflowers similar to one another?
A - Yes
B - No
Answer:"
5373,Vegetables,Parsleys,Bean,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are parsleys and bean similar to one another?
A - Yes
B - No
Answer:"
5374,Vegetables,Parsleys,Mushroom,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are parsleys and mushroom similar to one another?
A - Yes
B - No
Answer:"
5375,Vegetables,Parsleys,Zucchinis,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are parsleys and zucchinis similar to one another?
A - Yes
B - No
Answer:"
5376,Vegetables,Parsleys,Pea,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are parsleys and pea similar to one another?
A - Yes
B - No
Answer:"
5377,Vegetables,Parsleys,Chervils,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are parsleys and chervils similar to one another?
A - Yes
B - No
Answer:"
5378,Vegetables,Parsleys,Cucumbers,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are parsleys and cucumbers similar to one another?
A - Yes
B - No
Answer:"
5379,Vegetables,Parsleys,Garlics,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are parsleys and garlics similar to one another?
A - Yes
B - No
Answer:"
5380,Vegetables,Parsleys,Corns,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are parsleys and corns similar to one another?
A - Yes
B - No
Answer:"
5381,Vegetables,Parsleys,Peppers,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are parsleys and peppers similar to one another?
A - Yes
B - No
Answer:"
5382,Vegetables,Parsleys,Leeks,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are parsleys and leeks similar to one another?
A - Yes
B - No
Answer:"
5383,Vegetables,Parsleys,Radishes,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are parsleys and radishes similar to one another?
A - Yes
B - No
Answer:"
5384,Vegetables,Parsleys,Celeries,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are parsleys and celeries similar to one another?
A - Yes
B - No
Answer:"
5385,Vegetables,Parsleys,Lettuces,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are parsleys and lettuces similar to one another?
A - Yes
B - No
Answer:"
5386,Vegetables,Parsleys,Spinaches,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are parsleys and spinaches similar to one another?
A - Yes
B - No
Answer:"
5387,Vegetables,Parsleys,Tomatoes,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are parsleys and tomatoes similar to one another?
A - Yes
B - No
Answer:"
5388,Vegetables,Parsleys,Endives,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are parsleys and endives similar to one another?
A - Yes
B - No
Answer:"
5389,Vegetables,Parsleys,Carrots,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are parsleys and carrots similar to one another?
A - Yes
B - No
Answer:"
5390,Vegetables,Leeks,Potatoes,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are leeks and potatoes similar to one another?
A - Yes
B - No
Answer:"
5391,Vegetables,Leeks,Onion,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are leeks and onion similar to one another?
A - Yes
B - No
Answer:"
5392,Vegetables,Leeks,Asparaguses,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are leeks and asparaguses similar to one another?
A - Yes
B - No
Answer:"
5393,Vegetables,Leeks,Eggplants,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are leeks and eggplants similar to one another?
A - Yes
B - No
Answer:"
5394,Vegetables,Leeks,Gherkin,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are leeks and gherkin similar to one another?
A - Yes
B - No
Answer:"
5395,Vegetables,Leeks,Beets,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are leeks and beets similar to one another?
A - Yes
B - No
Answer:"
5396,Vegetables,Leeks,Cauliflowers,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are leeks and cauliflowers similar to one another?
A - Yes
B - No
Answer:"
5397,Vegetables,Leeks,Bean,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are leeks and bean similar to one another?
A - Yes
B - No
Answer:"
5398,Vegetables,Leeks,Mushroom,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are leeks and mushroom similar to one another?
A - Yes
B - No
Answer:"
5399,Vegetables,Leeks,Zucchinis,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are leeks and zucchinis similar to one another?
A - Yes
B - No
Answer:"
5400,Vegetables,Leeks,Pea,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are leeks and pea similar to one another?
A - Yes
B - No
Answer:"
5401,Vegetables,Leeks,Chervils,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are leeks and chervils similar to one another?
A - Yes
B - No
Answer:"
5402,Vegetables,Leeks,Cucumbers,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are leeks and cucumbers similar to one another?
A - Yes
B - No
Answer:"
5403,Vegetables,Leeks,Garlics,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are leeks and garlics similar to one another?
A - Yes
B - No
Answer:"
5404,Vegetables,Leeks,Corns,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are leeks and corns similar to one another?
A - Yes
B - No
Answer:"
5405,Vegetables,Leeks,Peppers,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are leeks and peppers similar to one another?
A - Yes
B - No
Answer:"
5406,Vegetables,Leeks,Parsleys,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are leeks and parsleys similar to one another?
A - Yes
B - No
Answer:"
5407,Vegetables,Leeks,Radishes,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are leeks and radishes similar to one another?
A - Yes
B - No
Answer:"
5408,Vegetables,Leeks,Celeries,two_choice_similarity,"You are an expert on vegetables and the different properties that they have. With these properties in mind, we will ask you whether two vegetables are similar or not.

Question: With their respective properties in mind, are leeks and celeries similar to one another?
A - Yes
B - No
Answer:"
