,gpt3_model,prompt_type,valid_prompt_completions,p1,p2,c1,c2,domain,prompt,is_flipped,argpair_id,gpt3_completion,gpt3_completion_probabilities,gpt3_argument_pair_rating
647,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Hedgehogs', 'Tigers']","['Hedgehogs', 'Tigers']",All animals,All mammals,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Hedgehogs have property P.
Fact - Tigers have property P.
Claim - All animals have property P.

Argument B:
Fact - Hedgehogs have property P.
Fact - Tigers have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True,"['Hedgehogs', 'Tigers', 'All mammals', 'Hedgehogs', 'Tigers', 'All animals']","{
  ""finish_reason"": ""length"",
  ""index"": 7,
  ""logprobs"": {
    ""text_offset"": [
      870
    ],
    ""token_logprobs"": [
      -0.48947248
    ],
    ""tokens"": [
      "" F""
    ],
    ""top_logprobs"": [
      {
        "" A"": -4.0846224,
        "" B"": -3.9271133,
        "" D"": -2.789119,
        "" E"": -1.285144,
        "" F"": -0.48947248
      }
    ]
  },
  ""text"": "" F""
}","[0.01682949293285649, 0.019700459867159802, 0, 0.06147534984783615, 0.2766107488161059, 0.6129496521148917]",0.7859678153381257
648,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Helicopters', 'Boats']","['Helicopters', 'Airplanes']",Mopeds,Mopeds,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Helicopters have property P.
Fact - Boats have property P.
Claim - Mopeds have property P.

Argument B:
Fact - Helicopters have property P.
Fact - Airplanes have property P.
Claim - Mopeds have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False,"['Helicopters', 'Boats', 'Mopeds', 'Helicopters', 'Airplanes', 'Mopeds']","{
  ""finish_reason"": ""length"",
  ""index"": 8,
  ""logprobs"": {
    ""text_offset"": [
      854
    ],
    ""token_logprobs"": [
      -0.5454888
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" A"": -0.5454888,
        "" B"": -1.7911361,
        "" C"": -2.147389,
        "" D"": -2.7232766,
        "" E"": -2.6793237
      }
    ]
  },
  ""text"": "" A""
}","[0.5795584259343416, 0.16677059392717183, 0.11678869531018689, 0.06565926243936715, 0.06860953909873346, 0]",0.6612174349684814
649,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Helicopters', 'Airplanes']","['Helicopters', 'Boats']",Mopeds,Mopeds,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Helicopters have property P.
Fact - Airplanes have property P.
Claim - Mopeds have property P.

Argument B:
Fact - Helicopters have property P.
Fact - Boats have property P.
Claim - Mopeds have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True,"['Helicopters', 'Boats', 'Mopeds', 'Helicopters', 'Airplanes', 'Mopeds']","{
  ""finish_reason"": ""length"",
  ""index"": 9,
  ""logprobs"": {
    ""text_offset"": [
      854
    ],
    ""token_logprobs"": [
      -0.14928603
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" A"": -0.14928603,
        "" B"": -3.165382,
        "" C"": -2.6165273,
        "" D"": -4.3987765,
        "" E"": -4.5790896
      }
    ]
  },
  ""text"": "" A""
}","[0.86132271552551, 0.04219801909156953, 0.07305612482612708, 0.012292370421484485, 0.010264236605055646, 0]",-0.9024510509201412
650,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Helicopters', 'Boats']","['Helicopters', 'Zeppelins']",Trams,Trams,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Helicopters have property P.
Fact - Boats have property P.
Claim - Trams have property P.

Argument B:
Fact - Helicopters have property P.
Fact - Zeppelins have property P.
Claim - Trams have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False,"['Helicopters', 'Boats', 'Trams', 'Helicopters', 'Zeppelins', 'Trams']","{
  ""finish_reason"": ""length"",
  ""index"": 10,
  ""logprobs"": {
    ""text_offset"": [
      852
    ],
    ""token_logprobs"": [
      -0.2745227
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" A"": -0.2745227,
        "" B"": -1.7878951,
        "" C"": -3.2521038,
        "" D"": -4.205353,
        "" E"": -4.106024
      }
    ]
  },
  ""text"": "" A""
}","[0.7599347535342227, 0.16731197425501923, 0.038692720399970196, 0.014915519961108206, 0.016473141701640312, 0]",0.8673348591642771
651,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Helicopters', 'Zeppelins']","['Helicopters', 'Boats']",Trams,Trams,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Helicopters have property P.
Fact - Zeppelins have property P.
Claim - Trams have property P.

Argument B:
Fact - Helicopters have property P.
Fact - Boats have property P.
Claim - Trams have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True,"['Helicopters', 'Boats', 'Trams', 'Helicopters', 'Zeppelins', 'Trams']","{
  ""finish_reason"": ""length"",
  ""index"": 11,
  ""logprobs"": {
    ""text_offset"": [
      852
    ],
    ""token_logprobs"": [
      -0.08454316
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" A"": -0.08454316,
        "" B"": -3.481653,
        "" C"": -3.2499728,
        "" D"": -6.1864486,
        "" E"": -4.8087993
      }
    ]
  },
  ""text"": "" A""
}","[0.9189319934160969, 0.03075652844835594, 0.038775262504518515, 0.002057119449984474, 0.008157648708475566, 0]",-0.9459642412524142
652,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Helicopters', 'Carts']","['Helicopters', 'Zeppelins']",All vehicles,All vehicles,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Helicopters have property P.
Fact - Carts have property P.
Claim - All vehicles have property P.

Argument B:
Fact - Helicopters have property P.
Fact - Zeppelins have property P.
Claim - All vehicles have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False,"['Helicopters', 'Carts', 'All vehicles', 'Helicopters', 'Zeppelins', 'All vehicles']","{
  ""finish_reason"": ""length"",
  ""index"": 12,
  ""logprobs"": {
    ""text_offset"": [
      866
    ],
    ""token_logprobs"": [
      -0.1309553
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" A"": -0.1309553,
        "" B"": -2.9067883,
        "" C"": -3.5254955,
        "" D"": -5.8656845,
        "" E"": -3.3941748
      }
    ]
  },
  ""text"": "" A""
}","[0.877256986901952, 0.054650970830874626, 0.029437217613466366, 0.0028350817676890223, 0.033568243260398055, 0]",0.8999502919275731
653,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Helicopters', 'Zeppelins']","['Helicopters', 'Carts']",All vehicles,All vehicles,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Helicopters have property P.
Fact - Zeppelins have property P.
Claim - All vehicles have property P.

Argument B:
Fact - Helicopters have property P.
Fact - Carts have property P.
Claim - All vehicles have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True,"['Helicopters', 'Carts', 'All vehicles', 'Helicopters', 'Zeppelins', 'All vehicles']","{
  ""finish_reason"": ""length"",
  ""index"": 13,
  ""logprobs"": {
    ""text_offset"": [
      866
    ],
    ""token_logprobs"": [
      -0.07357214
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" A"": -0.07357214,
        "" B"": -4.1408176,
        "" C"": -3.2116945,
        "" D"": -6.66365,
        "" E"": -4.4130993
      }
    ]
  },
  ""text"": "" A""
}","[0.9290691203275995, 0.015909838301643844, 0.04028828689671214, 0.0012764787097949595, 0.012117564104710241, 0]",-0.9444459179992584
654,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Helicopters', 'Skateboards']","['Helicopters', 'Zeppelins']",Cars,Cars,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Helicopters have property P.
Fact - Skateboards have property P.
Claim - Cars have property P.

Argument B:
Fact - Helicopters have property P.
Fact - Zeppelins have property P.
Claim - Cars have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False,"['Helicopters', 'Skateboards', 'Cars', 'Helicopters', 'Zeppelins', 'Cars']","{
  ""finish_reason"": ""length"",
  ""index"": 14,
  ""logprobs"": {
    ""text_offset"": [
      856
    ],
    ""token_logprobs"": [
      -0.028870497
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" A"": -0.028870497,
        "" B"": -4.6626005,
        "" C"": -4.996852,
        "" E"": -4.9456034,
        "" F"": -5.730541
      }
    ]
  },
  ""text"": "" A""
}","[0.9715422739591801, 0.009441876847456784, 0.006759191477503395, 0, 0.0071146204066641116, 0.003245321039920432]",0.972063475357759
655,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Helicopters', 'Zeppelins']","['Helicopters', 'Skateboards']",Cars,Cars,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Helicopters have property P.
Fact - Zeppelins have property P.
Claim - Cars have property P.

Argument B:
Fact - Helicopters have property P.
Fact - Skateboards have property P.
Claim - Cars have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True,"['Helicopters', 'Skateboards', 'Cars', 'Helicopters', 'Zeppelins', 'Cars']","{
  ""finish_reason"": ""length"",
  ""index"": 15,
  ""logprobs"": {
    ""text_offset"": [
      856
    ],
    ""token_logprobs"": [
      -0.015783453
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" A"": -0.015783453,
        "" B"": -5.3728004,
        "" C"": -4.8163185,
        "" E"": -6.193966,
        "" Option"": -8.180447
      }
    ]
  },
  ""text"": "" A""
}","[0.9843404529498727, 0.004641116113346397, 0.008096539749465557, 0, 0.0020417132401042534, 0]",-0.9887279169635361
656,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Helicopters', 'Skateboards']","['Helicopters', 'Zeppelins']",Jeeps,Jeeps,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Helicopters have property P.
Fact - Skateboards have property P.
Claim - Jeeps have property P.

Argument B:
Fact - Helicopters have property P.
Fact - Zeppelins have property P.
Claim - Jeeps have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False,"['Helicopters', 'Skateboards', 'Jeeps', 'Helicopters', 'Zeppelins', 'Jeeps']","{
  ""finish_reason"": ""length"",
  ""index"": 0,
  ""logprobs"": {
    ""text_offset"": [
      858
    ],
    ""token_logprobs"": [
      -0.0651223
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" A"": -0.0651223,
        "" B"": -3.3940442,
        "" C"": -4.14252,
        "" D"": -5.9946036,
        "" E"": -4.5964484
      }
    ]
  },
  ""text"": "" A""
}","[0.9369528670343416, 0.033572627559256336, 0.015882776434516237, 0.0024921646719584132, 0.01008759931582088, 0]",0.9568718875566531
657,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Helicopters', 'Zeppelins']","['Helicopters', 'Skateboards']",Jeeps,Jeeps,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Helicopters have property P.
Fact - Zeppelins have property P.
Claim - Jeeps have property P.

Argument B:
Fact - Helicopters have property P.
Fact - Skateboards have property P.
Claim - Jeeps have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True,"['Helicopters', 'Skateboards', 'Jeeps', 'Helicopters', 'Zeppelins', 'Jeeps']","{
  ""finish_reason"": ""length"",
  ""index"": 1,
  ""logprobs"": {
    ""text_offset"": [
      858
    ],
    ""token_logprobs"": [
      -0.038158532
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" A"": -0.038158532,
        "" B"": -3.920042,
        "" C"": -4.1970115,
        "" D"": -8.136869,
        "" E"": -6.3837566
      }
    ]
  },
  ""text"": "" A""
}","[0.9625603321802558, 0.019840261435890624, 0.015040458132302486, 0.0002925517452795257, 0.0016887670035856124, 0]",-0.9794071276132947
658,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Helicopters', 'Submarines']","['Helicopters', 'Submarines', 'Tong']",All vehicles,All vehicles,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Helicopters have property P.
Fact - Submarines have property P.
Claim - All vehicles have property P.

Argument B:
Fact - Helicopters have property P.
Fact - Submarines have property P.
Fact - Tong have property P.
Claim - All vehicles have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False,"['Helicopters', 'Submarines', 'All vehicles', 'Helicopters', 'Submarines', 'Tong', 'All vehicles']","{
  ""finish_reason"": ""length"",
  ""index"": 2,
  ""logprobs"": {
    ""text_offset"": [
      901
    ],
    ""token_logprobs"": [
      -0.70026135
    ],
    ""tokens"": [
      "" D""
    ],
    ""top_logprobs"": [
      {
        "" A"": -3.2180452,
        "" B"": -3.1712828,
        "" D"": -0.70026135,
        "" E"": -1.4401581,
        "" F"": -1.9345962
      }
    ]
  },
  ""text"": "" D""
}","[0.04003323879730278, 0.04194975023333481, 0, 0.4964555381801235, 0.23689030336439498, 0.14448259911938705]",-0.3969404529880248
659,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Helicopters', 'Submarines', 'Tong']","['Helicopters', 'Submarines']",All vehicles,All vehicles,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Helicopters have property P.
Fact - Submarines have property P.
Fact - Tong have property P.
Claim - All vehicles have property P.

Argument B:
Fact - Helicopters have property P.
Fact - Submarines have property P.
Claim - All vehicles have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True,"['Helicopters', 'Submarines', 'All vehicles', 'Helicopters', 'Submarines', 'Tong', 'All vehicles']","{
  ""finish_reason"": ""length"",
  ""index"": 3,
  ""logprobs"": {
    ""text_offset"": [
      901
    ],
    ""token_logprobs"": [
      -0.003270748
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" A"": -0.003270748,
        "" B"": -8.34484,
        "" C"": -5.93766,
        "" Option"": -9.422156,
        ""A"": -8.855577
      }
    ]
  },
  ""text"": "" A""
}","[0.9967345950693746, 0.0002376194769833043, 0.002638195811991295, 0, 0, 0]",-0.9977620285421407
660,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Helicopters', 'Tractors', 'Rockets']","['Helicopters', 'Tractors']",Sleds,Sleds,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Helicopters have property P.
Fact - Tractors have property P.
Fact - Rockets have property P.
Claim - Sleds have property P.

Argument B:
Fact - Helicopters have property P.
Fact - Tractors have property P.
Claim - Sleds have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False,"['Helicopters', 'Tractors', 'Rockets', 'Sleds', 'Helicopters', 'Tractors', 'Sleds']","{
  ""finish_reason"": ""length"",
  ""index"": 4,
  ""logprobs"": {
    ""text_offset"": [
      886
    ],
    ""token_logprobs"": [
      -0.0008153786
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" "": -9.733172,
        "" A"": -0.0008153786,
        "" C"": -7.628363,
        "" Option"": -9.599473,
        ""A"": -8.976478
      }
    ]
  },
  ""text"": "" A""
}","[0.9991849537307994, 0, 0.00048645653625017536, 0, 0, 0]",0.9993454843877619
661,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Helicopters', 'Tractors']","['Helicopters', 'Tractors', 'Rockets']",Sleds,Sleds,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Helicopters have property P.
Fact - Tractors have property P.
Claim - Sleds have property P.

Argument B:
Fact - Helicopters have property P.
Fact - Tractors have property P.
Fact - Rockets have property P.
Claim - Sleds have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True,"['Helicopters', 'Tractors', 'Rockets', 'Sleds', 'Helicopters', 'Tractors', 'Sleds']","{
  ""finish_reason"": ""length"",
  ""index"": 5,
  ""logprobs"": {
    ""text_offset"": [
      886
    ],
    ""token_logprobs"": [
      -0.8396508
    ],
    ""tokens"": [
      "" E""
    ],
    ""top_logprobs"": [
      {
        "" B"": -5.1819167,
        "" D"": -1.3537443,
        "" E"": -0.8396508,
        "" F"": -1.2009294,
        "" Option"": -7.0117397
      }
    ]
  },
  ""text"": "" E""
}","[0, 0.005617229545820864, 0, 0.25827140231800527, 0.431861303068454, 0.3009144120547852]",0.6674650633446648
662,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Herons', 'Canaries']","['Herons', 'Canaries']",All birds,All animals,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Herons have property P.
Fact - Canaries have property P.
Claim - All birds have property P.

Argument B:
Fact - Herons have property P.
Fact - Canaries have property P.
Claim - All animals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False,"['Herons', 'Canaries', 'All birds', 'Herons', 'Canaries', 'All animals']","{
  ""finish_reason"": ""length"",
  ""index"": 6,
  ""logprobs"": {
    ""text_offset"": [
      866
    ],
    ""token_logprobs"": [
      -0.0021524492
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" "": -9.336505,
        "" A"": -0.0021524492,
        "" B"": -8.190318,
        "" C"": -6.534873,
        ""A"": -8.585841
      }
    ]
  },
  ""text"": "" A""
}","[0.9978498656576102, 0.0002773256806505513, 0.0014519134090475374, 0, 0, 0]",0.9985120320318253
663,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Herons', 'Canaries']","['Herons', 'Canaries']",All animals,All birds,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Herons have property P.
Fact - Canaries have property P.
Claim - All animals have property P.

Argument B:
Fact - Herons have property P.
Fact - Canaries have property P.
Claim - All birds have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True,"['Herons', 'Canaries', 'All birds', 'Herons', 'Canaries', 'All animals']","{
  ""finish_reason"": ""length"",
  ""index"": 7,
  ""logprobs"": {
    ""text_offset"": [
      866
    ],
    ""token_logprobs"": [
      -0.9979303
    ],
    ""tokens"": [
      "" F""
    ],
    ""top_logprobs"": [
      {
        "" A"": -3.0574965,
        "" B"": -2.5333688,
        "" D"": -1.5979669,
        "" E"": -1.2719915,
        "" F"": -0.9979303
      }
    ]
  },
  ""text"": "" F""
}","[0.04700522562226752, 0.0793911164888804, 0, 0.20230741135750285, 0.2802729021333549, 0.36864162972958464]",0.5209798283806463
664,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']",['Herons'],['Penguins'],Crows,Crows,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Herons have property P.
Claim - Crows have property P.

Argument B:
Fact - Penguins have property P.
Claim - Crows have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False,"['Herons', 'Crows', 'Penguins', 'Crows']","{
  ""finish_reason"": ""length"",
  ""index"": 8,
  ""logprobs"": {
    ""text_offset"": [
      792
    ],
    ""token_logprobs"": [
      -0.05544147
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" A"": -0.05544147,
        "" B"": -5.691653,
        "" C"": -3.71283,
        "" D"": -5.7434087,
        "" E"": -3.8194487
      }
    ]
  },
  ""text"": "" A""
}","[0.9460673953746171, 0.0033740111168704236, 0.024408349807412737, 0.003203828750059097, 0.02193989302378386, 0]",0.940811405264981
665,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']",['Penguins'],['Herons'],Crows,Crows,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Penguins have property P.
Claim - Crows have property P.

Argument B:
Fact - Herons have property P.
Claim - Crows have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True,"['Herons', 'Crows', 'Penguins', 'Crows']","{
  ""finish_reason"": ""length"",
  ""index"": 9,
  ""logprobs"": {
    ""text_offset"": [
      792
    ],
    ""token_logprobs"": [
      -0.08001242
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" A"": -0.08001242,
        "" B"": -5.111876,
        "" C"": -3.3474703,
        "" D"": -5.276704,
        "" E"": -3.5266426
      }
    ]
  },
  ""text"": "" A""
}","[0.9231048813528117, 0.006024769847018643, 0.03517321934522808, 0.005109243136113643, 0.029403469541049467, 0]",-0.9175960517037591
