,i,domain,gpt_version,spearmanr,pval
25681,570,Sports,GPT-3 Embeddings,0.22619996585885135,2.119432316305104e-08
25682,570,Sports,GPT-4,0.6510724622049124,1.2266281084143229e-73
25683,570,Tools,GPT-3,0.46732594659334575,3.5675342396352056e-24
25684,570,Tools,GPT-3 Embeddings,0.09697098843738797,0.04702511897098022
25685,570,Tools,GPT-4,0.7196047594790418,3.3242162468349093e-68
25686,570,Vegetables,GPT-3,0.3733017424368393,2.8151387268706453e-21
25687,570,Vegetables,GPT-3 Embeddings,0.08721626886147975,0.03268185299521683
25688,570,Vegetables,GPT-4,0.48272544249373783,2.3830462131546424e-36
25689,570,Vehicles,GPT-3,0.7999971028359606,4.099746221798465e-124
25690,570,Vehicles,GPT-3 Embeddings,0.5090846454735429,9.89942716873067e-38
25691,570,Vehicles,GPT-4,0.8540813036018389,2.922083268996461e-158
25692,570,Weapons,GPT-3,0.7516399354451231,2.359350276628963e-50
25693,570,Weapons,GPT-3 Embeddings,0.356760280145693,1.5924414212083118e-09
25694,570,Weapons,GPT-4,0.8553775337765835,1.5712358752870901e-78
25695,571,Birds,GPT-3,0.5423048768161901,1.5876014816979725e-43
25696,571,Birds,GPT-3 Embeddings,0.2500613236044519,2.574078138307571e-09
25697,571,Birds,GPT-4,0.7074519171070022,6.041723948672315e-85
25698,571,Clothing,GPT-3,0.5232702329578606,2.282611105236211e-54
25699,571,Clothing,GPT-3 Embeddings,0.2937357579887489,1.643216629416605e-16
25700,571,Clothing,GPT-4,0.6616945944491844,2.1826932181699737e-96
25701,571,Fish,GPT-3,0.5853038936530729,1.408677314071507e-35
25702,571,Fish,GPT-3 Embeddings,-0.11345918085670519,0.02866766273637538
25703,571,Fish,GPT-4,0.732531277766921,8.978901111376424e-64
25704,571,Fruit,GPT-3,0.5096373076586763,3.267927333840635e-51
25705,571,Fruit,GPT-3 Embeddings,0.22847565738393805,2.0720690259631596e-10
25706,571,Fruit,GPT-4,0.6604417049261736,6.63061630183272e-96
25707,571,Insects,GPT-3,0.5300226467933828,2.620251987685263e-41
25708,571,Insects,GPT-3 Embeddings,0.36027242605054516,2.3204467157740674e-18
25709,571,Insects,GPT-4,0.6333080247644765,3.2017855751931107e-63
25710,571,KitchenUtensils,GPT-3,0.5547487458176475,1.0226941126567228e-66
25711,571,KitchenUtensils,GPT-3 Embeddings,0.47933147041594,7.063448082691093e-48
25712,571,KitchenUtensils,GPT-4,0.7545046008500089,2.628056775843801e-150
25713,571,Mammals,GPT-3,0.722096959727069,5.9066023880890965e-93
25714,571,Mammals,GPT-3 Embeddings,0.6333250018847865,3.0926286766462153e-65
25715,571,Mammals,GPT-4,0.6947770628596648,2.4052715121986718e-83
25716,571,MusicalInstruments,GPT-3,0.5096150469892058,6.656013096901934e-32
25717,571,MusicalInstruments,GPT-3 Embeddings,0.26591695004269317,6.435642562076338e-09
25718,571,MusicalInstruments,GPT-4,0.710945056172788,2.439838126896848e-72
25719,571,Professions,GPT-3,0.5903193476207115,3.8232154772185505e-67
25720,571,Professions,GPT-3 Embeddings,0.4035945591004821,6.987354453967962e-29
25721,571,Professions,GPT-4,0.6801521760347795,1.7706014979382297e-96
25722,571,Reptiles,GPT-3,0.3507804269128613,2.509929419218759e-08
25723,571,Reptiles,GPT-3 Embeddings,0.5786142403723423,9.299302325750863e-23
25724,571,Reptiles,GPT-4,0.5752667697937068,1.8572712965590387e-22
25725,571,Sports,GPT-3,0.5995112112574738,7.962468231751652e-60
25726,571,Sports,GPT-3 Embeddings,0.2687273493022676,2.198312186319289e-11
25727,571,Sports,GPT-4,0.6394913832396677,2.6445080444211042e-70
25728,571,Tools,GPT-3,0.45921314505323535,2.682664028349886e-23
25729,571,Tools,GPT-3 Embeddings,0.22115685586133063,4.7476811603188145e-06
25730,571,Tools,GPT-4,0.7060844156316826,1.2241534831385475e-64
25731,571,Vegetables,GPT-3,0.33235134388942966,6.123796119118243e-17
25732,571,Vegetables,GPT-3 Embeddings,0.1927983992901528,1.960692410809495e-06
25733,571,Vegetables,GPT-4,0.497979280763674,6.397872046261515e-39
25734,571,Vehicles,GPT-3,0.7494827520317773,1.369918464243698e-100
25735,571,Vehicles,GPT-3 Embeddings,0.5373930356018355,1.2547253491141707e-42
25736,571,Vehicles,GPT-4,0.8313905219458024,1.8565886142584597e-142
25737,571,Weapons,GPT-3,0.7101713465492648,9.745053140538473e-43
25738,571,Weapons,GPT-3 Embeddings,0.28220577616052456,2.4563774351742295e-06
25739,571,Weapons,GPT-4,0.8553674224109007,1.5848856911968945e-78
25740,572,Birds,GPT-3,0.4591162588469829,3.9358864686989524e-30
25741,572,Birds,GPT-3 Embeddings,0.29566094957332373,1.3428313662170496e-12
25742,572,Birds,GPT-4,0.6796919116156107,4.652219988757924e-76
25743,572,Clothing,GPT-3,0.5458489614148191,6.38547558306357e-60
25744,572,Clothing,GPT-3 Embeddings,0.3325197618614829,5.649878941954649e-21
25745,572,Clothing,GPT-4,0.6464061708205077,1.1817208343657098e-90
25746,572,Fish,GPT-3,0.5653151832139438,8.44138244760148e-33
25747,572,Fish,GPT-3 Embeddings,-0.1311844852511474,0.01132092604041838
25748,572,Fish,GPT-4,0.6943124859339962,8.220902028846815e-55
25749,572,Fruit,GPT-3,0.5157692824592827,1.2956687542010513e-52
25750,572,Fruit,GPT-3 Embeddings,0.21754622904026097,1.5018313598480337e-09
25751,572,Fruit,GPT-4,0.6627037902829273,8.883692420477381e-97
25752,572,Insects,GPT-3,0.5632039715201231,1.6224042962435802e-47
25753,572,Insects,GPT-3 Embeddings,0.3013691281585316,4.711825262720451e-13
25754,572,Insects,GPT-4,0.612812001959346,3.213546693954414e-58
25755,572,KitchenUtensils,GPT-3,0.5132181303836046,9.254015789481056e-56
25756,572,KitchenUtensils,GPT-3 Embeddings,0.465606083649936,6.288298761754922e-45
25757,572,KitchenUtensils,GPT-4,0.7492456788053622,4.194814615631422e-147
25758,572,Mammals,GPT-3,0.6822897465681742,2.6450365075417028e-79
25759,572,Mammals,GPT-3 Embeddings,0.5702049539036231,1.8399963723014074e-50
25760,572,Mammals,GPT-4,0.679676313179669,1.7488433679892171e-78
25761,572,MusicalInstruments,GPT-3,0.6110627547856373,1.2326331751844216e-48
25762,572,MusicalInstruments,GPT-3 Embeddings,0.22030196062714935,1.7420908445037236e-06
25763,572,MusicalInstruments,GPT-4,0.6910398951312449,7.633764014314606e-67
25764,572,Professions,GPT-3,0.5437358177729434,2.9421282801478264e-55
25765,572,Professions,GPT-3 Embeddings,0.3943263426927112,1.5530082955710521e-27
25766,572,Professions,GPT-4,0.6449512069112907,8.37946091180898e-84
25767,572,Reptiles,GPT-3,0.46306864229717287,4.1810197754517e-14
25768,572,Reptiles,GPT-3 Embeddings,0.5338185855896277,5.251072796020083e-19
25769,572,Reptiles,GPT-4,0.6106407662257761,8.150674289081833e-26
25770,572,Sports,GPT-3,0.5365205146188599,5.0135313282825804e-46
25771,572,Sports,GPT-3 Embeddings,0.21135222603635628,1.7378203880033241e-07
25772,572,Sports,GPT-4,0.67407395338682,1.0352713719391077e-80
25773,572,Tools,GPT-3,0.4617738756533541,1.427335928210314e-23
25774,572,Tools,GPT-3 Embeddings,0.1948113280116684,5.841665602939181e-05
25775,572,Tools,GPT-4,0.6903663679790765,9.685880375934173e-61
25776,572,Vegetables,GPT-3,0.3722986221765286,3.659651523557715e-21
25777,572,Vegetables,GPT-3 Embeddings,0.23614402524659817,4.762353318509407e-09
25778,572,Vegetables,GPT-4,0.4993418130453209,3.7154202145122465e-39
25779,572,Vehicles,GPT-3,0.7834723823398199,1.0033621968455002e-115
25780,572,Vehicles,GPT-3 Embeddings,0.5113335903100953,4.1994107643329323e-38
25781,572,Vehicles,GPT-4,0.8121196994886023,8.715076421320987e-131
25782,572,Weapons,GPT-3,0.722655420684155,6.955076192331945e-45
25783,572,Weapons,GPT-3 Embeddings,0.4451762436521253,1.509450983059529e-14
25784,572,Weapons,GPT-4,0.870286108393834,2.1045524440454785e-84
25785,573,Birds,GPT-3,0.499048850330836,4.2086933393629054e-36
25786,573,Birds,GPT-3 Embeddings,0.2505705477756882,2.3839725286686105e-09
25787,573,Birds,GPT-4,0.7000891219721294,1.7304844083792643e-82
25788,573,Clothing,GPT-3,0.5366381353669732,1.3227089503436156e-57
25789,573,Clothing,GPT-3 Embeddings,0.22643347032500488,3.023634801261885e-10
25790,573,Clothing,GPT-4,0.6665770891800704,2.7289990886910452e-98
25791,573,Fish,GPT-3,0.5560646663563826,1.4096476653108263e-31
25792,573,Fish,GPT-3 Embeddings,-0.0786565483245229,0.12994623169924913
25793,573,Fish,GPT-4,0.688748286276973,1.268777600074911e-53
25794,573,Fruit,GPT-3,0.5130385095835664,5.498965785963634e-52
25795,573,Fruit,GPT-3 Embeddings,0.18840143381352753,1.8046342044183614e-07
25796,573,Fruit,GPT-4,0.6571952704029144,1.151299869779943e-94
25797,573,Insects,GPT-3,0.5338228629678957,5.519638605894017e-42
25798,573,Insects,GPT-3 Embeddings,0.3263278401188097,3.663509582497003e-15
25799,573,Insects,GPT-4,0.5688509700098793,1.2090298408133914e-48
25800,573,KitchenUtensils,GPT-3,0.5633833963298117,3.409905772928307e-69
25801,573,KitchenUtensils,GPT-3 Embeddings,0.439360906665475,1.1968286713416878e-39
25802,573,KitchenUtensils,GPT-4,0.6972540983699201,3.074610776483047e-119
25803,573,Mammals,GPT-3,0.6900809395673988,8.415602175912402e-82
25804,573,Mammals,GPT-3 Embeddings,0.6394021410767889,7.637655241749896e-67
25805,573,Mammals,GPT-4,0.7328342626925337,4.695116248776834e-97
25806,573,MusicalInstruments,GPT-3,0.5485594850265476,1.176202283224918e-37
25807,573,MusicalInstruments,GPT-3 Embeddings,0.22493294569070182,1.037533392961603e-06
25808,573,MusicalInstruments,GPT-4,0.7049408225411895,1.2401278683111944e-70
25809,573,Professions,GPT-3,0.5952502786270527,1.6173418712626502e-68
25810,573,Professions,GPT-3 Embeddings,0.39823680734930306,4.247120977606624e-28
25811,573,Professions,GPT-4,0.6298928479141587,7.068378233625165e-79
25812,573,Reptiles,GPT-3,0.3709583656408869,3.272934904908859e-09
25813,573,Reptiles,GPT-3 Embeddings,0.5549484661298797,1.0491308341167089e-20
25814,573,Reptiles,GPT-4,0.5448264016896356,7.077345708733532e-20
25815,573,Sports,GPT-3,0.5241458340345948,1.2069374160638955e-43
25816,573,Sports,GPT-3 Embeddings,0.26914263939915234,2.0425823519389757e-11
25817,573,Sports,GPT-4,0.6574827610926346,1.5131535170498752e-75
25818,573,Tools,GPT-3,0.5284250566820022,1.3951057261254598e-31
25819,573,Tools,GPT-3 Embeddings,0.1385669814163098,0.004440423019417112
25820,573,Tools,GPT-4,0.6858357461971678,1.1584280172709787e-59
25821,573,Vegetables,GPT-3,0.3568513818327837,1.854970777191427e-19
25822,573,Vegetables,GPT-3 Embeddings,0.1283866457059902,0.0016253965483918995
25823,573,Vegetables,GPT-4,0.4810161314003117,4.542100899107881e-36
25824,573,Vehicles,GPT-3,0.7570129483956375,1.0008051068878466e-103
25825,573,Vehicles,GPT-3 Embeddings,0.5439217755007,7.978939902461055e-44
25826,573,Vehicles,GPT-4,0.7850350389508057,1.7384001751786498e-116
25827,573,Weapons,GPT-3,0.7309857766425477,2.204851428422707e-46
25828,573,Weapons,GPT-3 Embeddings,0.35484688347761445,1.9724250851756108e-09
25829,573,Weapons,GPT-4,0.8658015743535493,1.457601916446057e-82
25830,574,Birds,GPT-3,0.4852824840950935,5.91562876847183e-34
25831,574,Birds,GPT-3 Embeddings,0.21703564932658287,2.617046459249761e-07
25832,574,Birds,GPT-4,0.7118278881597575,1.9241392369613365e-86
25833,574,Clothing,GPT-3,0.5501640877406184,4.955545845299545e-61
25834,574,Clothing,GPT-3 Embeddings,0.2446676858040963,9.101750608107564e-12
25835,574,Clothing,GPT-4,0.6385795584261871,7.622849682603792e-88
25836,574,Fish,GPT-3,0.5358685782001698,4.894584147094647e-29
25837,574,Fish,GPT-3 Embeddings,-0.09797675053378778,0.059040461738873076
25838,574,Fish,GPT-4,0.7192094798915382,1.7627334841961706e-60
25839,574,Fruit,GPT-3,0.5545393505548997,3.5716236228004784e-62
25840,574,Fruit,GPT-3 Embeddings,0.27251674605738213,2.4335617596841793e-14
25841,574,Fruit,GPT-4,0.676170987866702,3.885264077914168e-102
25842,574,Insects,GPT-3,0.6064504115153552,9.67810318149883e-57
25843,574,Insects,GPT-3 Embeddings,0.43194987062781,1.6952911016546968e-26
25844,574,Insects,GPT-4,0.6041895762870049,3.1866356629775463e-56
25845,574,KitchenUtensils,GPT-3,0.5692811466013027,6.287198256150971e-71
25846,574,KitchenUtensils,GPT-3 Embeddings,0.48629552252318275,1.997349371711081e-49
25847,574,KitchenUtensils,GPT-4,0.7174360351167812,2.631497684491303e-129
25848,574,Mammals,GPT-3,0.7003529769532508,3.227015597930335e-85
25849,574,Mammals,GPT-3 Embeddings,0.640758327861214,3.3059032170919685e-67
25850,574,Mammals,GPT-4,0.7619887428605641,2.8883901097187697e-109
25851,574,MusicalInstruments,GPT-3,0.48338006558205376,1.997255106639606e-28
25852,574,MusicalInstruments,GPT-3 Embeddings,0.24204532696574804,1.3867750130843155e-07
25853,574,MusicalInstruments,GPT-4,0.7164578906107425,6.052198137051439e-74
25854,574,Professions,GPT-3,0.5821826676765948,6.281369748301389e-65
25855,574,Professions,GPT-3 Embeddings,0.4157261761761416,1.037548688865128e-30
25856,574,Professions,GPT-4,0.7202209745793721,2.8905810237512065e-113
25857,574,Reptiles,GPT-3,0.48244479141099933,2.452927947877047e-15
25858,574,Reptiles,GPT-3 Embeddings,0.5922544841212798,5.10383522973916e-24
25859,574,Reptiles,GPT-4,0.5681808614150524,7.827197355629359e-22
25860,574,Sports,GPT-3,0.6268070400260206,8.1797274986166e-67
25861,574,Sports,GPT-3 Embeddings,0.1513598264078034,0.00019822136478739037
25862,574,Sports,GPT-4,0.6104218048464578,1.5463873652219754e-62
25863,574,Tools,GPT-3,0.39736320549161963,2.4424632722736037e-17
25864,574,Tools,GPT-3 Embeddings,0.19466371481639136,5.9191241449519886e-05
25865,574,Tools,GPT-4,0.6605153384060617,5.521542423838805e-54
25866,574,Vegetables,GPT-3,0.4211573471440389,3.3983892837215436e-27
25867,574,Vegetables,GPT-3 Embeddings,0.1736275604400649,1.897314347104131e-05
25868,574,Vegetables,GPT-4,0.4466990711919331,9.10074640278818e-31
25869,574,Vehicles,GPT-3,0.7811948981155449,1.258185722986509e-114
25870,574,Vehicles,GPT-3 Embeddings,0.53974481497272,4.68301468706644e-43
25871,574,Vehicles,GPT-4,0.8405722509268919,1.4920242753970909e-148
25872,574,Weapons,GPT-3,0.7133761877807857,2.8100856330848386e-43
25873,574,Weapons,GPT-3 Embeddings,0.3027717501277117,3.9469268537783863e-07
25874,574,Weapons,GPT-4,0.8340213117352109,3.5382448162272087e-71
25875,575,Birds,GPT-3,0.48991585925696285,1.1480566104508698e-34
25876,575,Birds,GPT-3 Embeddings,0.2511517849347412,2.183629587203083e-09
25877,575,Birds,GPT-4,0.6785196724061985,1.0502965402206211e-75
25878,575,Clothing,GPT-3,0.5812395005355988,1.5879057271870934e-69
25879,575,Clothing,GPT-3 Embeddings,0.33589775588673687,2.1457400519142467e-21
25880,575,Clothing,GPT-4,0.6610304280891373,3.936335774717617e-96
25881,575,Fish,GPT-3,0.49914180127868557,7.834463426797768e-25
25882,575,Fish,GPT-3 Embeddings,-0.08912471427550701,0.08605087367134842
25883,575,Fish,GPT-4,0.7087741187458473,4.955582600220448e-58
25884,575,Fruit,GPT-3,0.5051911196833151,3.2581954411429585e-50
25885,575,Fruit,GPT-3 Embeddings,0.2770322083393227,8.70694989933312e-15
25886,575,Fruit,GPT-4,0.6216172451689426,5.0040611707875445e-82
25887,575,Insects,GPT-3,0.5447076397303429,5.703392622883271e-44
25888,575,Insects,GPT-3 Embeddings,0.3130521502968844,5.135247136093726e-14
25889,575,Insects,GPT-4,0.628941282038845,4.003836038953473e-62
25890,575,KitchenUtensils,GPT-3,0.5696401966828623,4.917455982654331e-71
25891,575,KitchenUtensils,GPT-3 Embeddings,0.37392386128073674,2.401188302330061e-28
25892,575,KitchenUtensils,GPT-4,0.7236075933030668,1.4561300084578145e-132
25893,575,Mammals,GPT-3,0.6944888513110052,2.9976206793280652e-83
25894,575,Mammals,GPT-3 Embeddings,0.6087438660043369,4.366218191475182e-59
25895,575,Mammals,GPT-4,0.6994632584782943,6.463597890224977e-85
25896,575,MusicalInstruments,GPT-3,0.5519727407691853,3.385705649822322e-38
25897,575,MusicalInstruments,GPT-3 Embeddings,0.209876037174305,5.373186530142869e-06
25898,575,MusicalInstruments,GPT-4,0.7235670216806619,4.5096375968489106e-76
25899,575,Professions,GPT-3,0.5947393871144441,2.250231720307422e-68
25900,575,Professions,GPT-3 Embeddings,0.4089598049846558,1.1091616261342577e-29
25901,575,Professions,GPT-4,0.7141587514526679,1.5361301387187805e-110
25902,575,Reptiles,GPT-3,0.5454058781720613,6.35568228842438e-20
25903,575,Reptiles,GPT-3 Embeddings,0.6232897240791375,4.0310505293108865e-27
25904,575,Reptiles,GPT-4,0.4944329312116242,3.8707557230498913e-16
25905,575,Sports,GPT-3,0.6156478480539108,7.122437194749483e-64
25906,575,Sports,GPT-3 Embeddings,0.30454066871917534,2.4211841418255546e-14
25907,575,Sports,GPT-4,0.6922705511981896,8.858637616991725e-87
25908,575,Tools,GPT-3,0.5054986790987627,1.2606870371749519e-28
25909,575,Tools,GPT-3 Embeddings,0.05835765575022749,0.23270139630799364
25910,575,Tools,GPT-4,0.6857931143996214,1.1855411597112083e-59
25911,575,Vegetables,GPT-3,0.4041055931613008,5.64201997064782e-25
25912,575,Vegetables,GPT-3 Embeddings,0.16656056972841402,4.130607879495158e-05
25913,575,Vegetables,GPT-4,0.4699593284920933,2.7012841575513163e-34
25914,575,Vehicles,GPT-3,0.777952699832508,4.371836279911665e-113
25915,575,Vehicles,GPT-3 Embeddings,0.45568724866659255,1.1803301522513765e-29
25916,575,Vehicles,GPT-4,0.838096722375952,7.153768375250486e-147
25917,575,Weapons,GPT-3,0.7722085849582012,1.0224543282571097e-54
25918,575,Weapons,GPT-3 Embeddings,0.3617052712368126,9.099089033128967e-10
25919,575,Weapons,GPT-4,0.8399617819750204,4.101054018282639e-73
25920,576,Birds,GPT-3,0.49446944113603514,2.2361357828094656e-35
25921,576,Birds,GPT-3 Embeddings,0.2680655504873891,1.5399697819743993e-10
25922,576,Birds,GPT-4,0.6755785150443198,7.969129526843657e-75
25923,576,Clothing,GPT-3,0.48699955994182476,2.8140193619489003e-46
25924,576,Clothing,GPT-3 Embeddings,0.31140815177674763,1.8339780356919065e-18
25925,576,Clothing,GPT-4,0.6512774758981977,1.912886511645316e-92
25926,576,Fish,GPT-3,0.5959036264726754,3.946601956503446e-37
25927,576,Fish,GPT-3 Embeddings,-0.1800375647070959,0.0004842760142007446
25928,576,Fish,GPT-4,0.7214525078901858,5.07240852654691e-61
25929,576,Fruit,GPT-3,0.5317162057030316,2.138692593160172e-56
25930,576,Fruit,GPT-3 Embeddings,0.1661708753468845,4.361760866519272e-06
25931,576,Fruit,GPT-4,0.648123310849179,2.7861100040075697e-91
25932,576,Insects,GPT-3,0.5345491389595203,4.0893487811048943e-42
25933,576,Insects,GPT-3 Embeddings,0.3013548822772925,4.724293414370977e-13
25934,576,Insects,GPT-4,0.5893571440321597,6.284974487358129e-53
25935,576,KitchenUtensils,GPT-3,0.5236915801747714,2.2138137319036086e-58
25936,576,KitchenUtensils,GPT-3 Embeddings,0.4715531284596712,3.4433367718533284e-46
25937,576,KitchenUtensils,GPT-4,0.7499917448409515,1.4899901631514603e-147
25938,576,Mammals,GPT-3,0.7065554547094002,2.3673270601151523e-87
25939,576,Mammals,GPT-3 Embeddings,0.6020084460940005,1.708521689094025e-57
25940,576,Mammals,GPT-4,0.7673758420554025,1.0242716773078644e-111
25941,576,MusicalInstruments,GPT-3,0.5883341798238578,2.2955251600926855e-44
25942,576,MusicalInstruments,GPT-3 Embeddings,0.1928571984503056,3.0019166605706958e-05
25943,576,MusicalInstruments,GPT-4,0.7194277064769277,7.962836234481634e-75
25944,576,Professions,GPT-3,0.593607831708759,4.6663946821969725e-68
25945,576,Professions,GPT-3 Embeddings,0.37965578465902566,1.7276904634774095e-25
25946,576,Professions,GPT-4,0.6882967504401489,1.1410791248906564e-99
25947,576,Reptiles,GPT-3,0.43449070931592626,2.001848620768014e-12
25948,576,Reptiles,GPT-3 Embeddings,0.5944230829671341,3.176496882585798e-24
25949,576,Reptiles,GPT-4,0.4324013383362447,2.6194950042102777e-12
25950,576,Sports,GPT-3,0.5515698622070655,4.6509286092092876e-49
25951,576,Sports,GPT-3 Embeddings,0.289943504420097,4.3727179844184385e-13
25952,576,Sports,GPT-4,0.675005103249279,5.189797874433222e-81
25953,576,Tools,GPT-3,0.4641525310954555,7.90482974560182e-24
25954,576,Tools,GPT-3 Embeddings,0.1773133324581094,0.00026021570472977573
25955,576,Tools,GPT-4,0.7020319086482031,1.310406843939335e-63
25956,576,Vegetables,GPT-3,0.3857601465515521,1.0019262211322724e-22
25957,576,Vegetables,GPT-3 Embeddings,0.1818977838009707,7.334810959479702e-06
25958,576,Vegetables,GPT-4,0.5641845614575138,1.0093487442596688e-51
25959,576,Vehicles,GPT-3,0.7666413862819925,6.588460244104437e-108
25960,576,Vehicles,GPT-3 Embeddings,0.561498885762665,3.5190434800525424e-47
25961,576,Vehicles,GPT-4,0.8589433314140035,5.354948798225093e-162
25962,576,Weapons,GPT-3,0.7180191742685126,4.497893655611155e-44
25963,576,Weapons,GPT-3 Embeddings,0.20148061862018016,0.0008699767062320547
25964,576,Weapons,GPT-4,0.8658838901559117,1.3503864689715488e-82
25965,577,Birds,GPT-3,0.4801476729963621,3.535775709267207e-33
25966,577,Birds,GPT-3 Embeddings,0.2863093935702506,7.104962479359283e-12
25967,577,Birds,GPT-4,0.6996950515074141,2.3310317296636693e-82
25968,577,Clothing,GPT-3,0.5162010850139994,1.0296804601996867e-52
25969,577,Clothing,GPT-3 Embeddings,0.322965294590158,8.189198216420032e-20
25970,577,Clothing,GPT-4,0.626553346075033,1.1055876750186611e-83
25971,577,Fish,GPT-3,0.6015587250309199,5.547057533840206e-38
25972,577,Fish,GPT-3 Embeddings,-0.13505368619852934,0.00910693251022605
25973,577,Fish,GPT-4,0.7341471298168682,3.469917984195918e-64
25974,577,Fruit,GPT-3,0.5421459110309783,5.559573848229692e-59
25975,577,Fruit,GPT-3 Embeddings,0.2627831305060013,2.091449414033415e-13
25976,577,Fruit,GPT-4,0.6273413516929578,5.977294970933064e-84
25977,577,Insects,GPT-3,0.5422387752697725,1.6327597896057687e-43
25978,577,Insects,GPT-3 Embeddings,0.4152668007291007,2.0112061170415823e-24
25979,577,Insects,GPT-4,0.5681741167573965,1.654841639583233e-48
25980,577,KitchenUtensils,GPT-3,0.5649803426411509,1.1657171956040614e-69
25981,577,KitchenUtensils,GPT-3 Embeddings,0.4542203172797005,1.3980736720999337e-42
25982,577,KitchenUtensils,GPT-4,0.727910897962399,6.905114755003936e-135
25983,577,Mammals,GPT-3,0.6795800313493449,1.8741708964047114e-78
25984,577,Mammals,GPT-3 Embeddings,0.5922542553897312,2.970260192418227e-55
25985,577,Mammals,GPT-4,0.7164932078979618,6.839457058624552e-91
25986,577,MusicalInstruments,GPT-3,0.5440026937679934,6.065850372090576e-37
25987,577,MusicalInstruments,GPT-3 Embeddings,0.2148778414521203,3.151913067208694e-06
25988,577,MusicalInstruments,GPT-4,0.7121714197095957,1.080185798468162e-72
25989,577,Professions,GPT-3,0.5727378192727978,1.962437866590021e-62
25990,577,Professions,GPT-3 Embeddings,0.4025787522004749,9.863140656868849e-29
25991,577,Professions,GPT-4,0.6663708688666506,2.613479001296363e-91
25992,577,Reptiles,GPT-3,0.3455907100032224,4.1437444315529115e-08
25993,577,Reptiles,GPT-3 Embeddings,0.563911637676963,1.8315024137548985e-21
25994,577,Reptiles,GPT-4,0.5024675955467331,1.0777398783452837e-16
25995,577,Sports,GPT-3,0.5643279422608501,9.399532705585107e-52
25996,577,Sports,GPT-3 Embeddings,0.31387915228516583,3.484270829373341e-15
25997,577,Sports,GPT-4,0.6440427381087286,1.3472715345290519e-71
25998,577,Tools,GPT-3,0.45256160797180833,1.3479661619056095e-22
25999,577,Tools,GPT-3 Embeddings,0.2343105287954658,1.2015560041924492e-06
26000,577,Tools,GPT-4,0.6821005688076127,8.663240595108242e-59
26001,577,Vegetables,GPT-3,0.37813220301555217,7.856415869891082e-22
26002,577,Vegetables,GPT-3 Embeddings,0.19950186189037825,8.384748132674716e-07
26003,577,Vegetables,GPT-4,0.49464418882196176,2.39495823413118e-38
26004,577,Vehicles,GPT-3,0.7559715018585355,2.7600745803977145e-103
26005,577,Vehicles,GPT-3 Embeddings,0.522877639923168,4.6468570986014155e-40
26006,577,Vehicles,GPT-4,0.8228665029749727,4.037726056665038e-137
26007,577,Weapons,GPT-3,0.7645908385326232,4.759176782864305e-53
26008,577,Weapons,GPT-3 Embeddings,0.4018653599937745,6.685059417071054e-12
26009,577,Weapons,GPT-4,0.8200493582209637,6.524503008578573e-67
26010,578,Birds,GPT-3,0.47414909337826705,2.7484295817884004e-32
26011,578,Birds,GPT-3 Embeddings,0.23985670578638157,1.1560396113248252e-08
26012,578,Birds,GPT-4,0.7368394106542383,1.4393631317462616e-95
26013,578,Clothing,GPT-3,0.53240343615409,1.4540478197422425e-56
26014,578,Clothing,GPT-3 Embeddings,0.29865117956461384,4.85386893715232e-17
26015,578,Clothing,GPT-4,0.6573852051179148,9.751849358693847e-95
26016,578,Fish,GPT-3,0.5903476649290766,2.6131931624545962e-36
26017,578,Fish,GPT-3 Embeddings,0.007302140435960438,0.8883704450774698
26018,578,Fish,GPT-4,0.7141915615688622,2.738298427300504e-59
26019,578,Fruit,GPT-3,0.5072479141562122,1.1293012844633295e-50
26020,578,Fruit,GPT-3 Embeddings,0.1890364490107212,1.6380579774969865e-07
26021,578,Fruit,GPT-4,0.6222811396025766,3.008535873764737e-82
26022,578,Insects,GPT-3,0.5893995386319816,6.153576787025943e-53
26023,578,Insects,GPT-3 Embeddings,0.2857192954857132,7.876397583207286e-12
26024,578,Insects,GPT-4,0.5094308450787369,8.678816040427363e-38
26025,578,KitchenUtensils,GPT-3,0.5523780480980048,4.755646952808666e-66
26026,578,KitchenUtensils,GPT-3 Embeddings,0.44475377838414676,1.0727012125037208e-40
26027,578,KitchenUtensils,GPT-4,0.716152328338494,1.2210274948131132e-128
26028,578,Mammals,GPT-3,0.7180146846033202,1.9040739883065288e-91
26029,578,Mammals,GPT-3 Embeddings,0.6303127836674993,1.8784280845738152e-64
26030,578,Mammals,GPT-4,0.7402522052674003,5.262139211407146e-100
26031,578,MusicalInstruments,GPT-3,0.6135800662372833,3.948392066924295e-49
26032,578,MusicalInstruments,GPT-3 Embeddings,0.13105447213923568,0.00478061397189621
26033,578,MusicalInstruments,GPT-4,0.7256825686015544,1.0186630632344229e-76
26034,578,Professions,GPT-3,0.5863589543259002,4.663174243666722e-66
26035,578,Professions,GPT-3 Embeddings,0.42777765086443714,1.3310263906744328e-32
26036,578,Professions,GPT-4,0.6878333773695005,1.7445332719597885e-99
26037,578,Reptiles,GPT-3,0.3611497847635227,8.967781779573016e-09
26038,578,Reptiles,GPT-3 Embeddings,0.5615161282909398,2.9352573082676606e-21
26039,578,Reptiles,GPT-4,0.5401380384069531,1.6767680993223615e-19
26040,578,Sports,GPT-3,0.5640974795591671,1.0539551633627007e-51
26041,578,Sports,GPT-3 Embeddings,0.21329301176129983,1.331116870249872e-07
26042,578,Sports,GPT-4,0.6563108162117273,3.4068267600286004e-75
